,season,episode,character,line
0,14,1,Man,"Put it down, you bitch!"
1,14,1,Man,"Put the golf club down, you crazy bitch! [it's Tiger Woods, cowering behind a chair]"
2,14,1,Woman,"[smashes some more dishes] You motherfucker! I never should have married you! [Elin, with a bad Swedish accent]"
3,14,1,Tiger and Elin Woods,"You're overreacting, you stupid Swedish cow!"
4,14,1,Tiger and Elin Woods,Then why-a the fuck are you getting a text-a message from some-a low-life-a hooker on Thanksgiving?!
5,14,1,Tiger and Elin Woods,"God, shut up! [runs out of the dining room] Shut! Up! [enters his den and starts rummaging through a drawer] Where are my fucking pills?! [finds them, takes a bunch, and swallows them]"
6,14,1,Tiger and Elin Woods,"Oh yeah! Take more vitamins, Tiger! That'll help!!"
7,14,1,Tiger and Elin Woods,Will you just listen to me?!
8,14,1,Tiger and Elin Woods,"Listen to this-a! [runs up to him and whacks him across the face as he turns to face her, leaving a bleeding gash across his right cheek]"
9,14,1,Tiger and Elin Woods,[winces] Aaaah! [looks at her] You fucking whore!
10,14,1,Tiger and Elin Woods,Oh where the fuck do ya think-a you're going?!
11,14,1,Tiger and Elin Woods,"I'm getting the fuck away from you! [opens the drivers' side door and gets in the SUV. Elin approaches that door with the club. Tiger starts the engine, and Elin starts swinging at the left rear door]"
12,14,1,Tiger and Elin Woods,"Open the door, you motherfucker! [Tiger peels away]"
13,14,1,Eric Cartman,"[playing as Tiger] Ooo yeah, take that from me in the car, Kenny! [Stan and Kyle walk into the store and spot the other two boys]"
14,14,1,Stan Marsh,What are you guys doing?
15,14,1,Eric Cartman,"Dude, check it out! It's EA Sports Tiger Woods PGA Tour '11 for Xbox. [onscreen, Elin is chasing the SUV and leaving cracks in the rear windows with each swing of the club]"
16,14,1,Tiger and Elin Woods,"D'Aaaah! Fuck you, cunt!"
17,14,1,Eric Cartman,"Stop breaking through the window, Kenny! Whoa, I'm gonna crash I'm gonna crash! [Cartman loses control of the SUV, which hits a fire hydrant, then a tree. Elin catches up to the SUV as Tiger opens the door and staggers out, a bit dazed. The radiator is letting out steam]"
18,14,1,Tiger and Elin Woods,"Aw, look what you did, you crazy bitch!"
19,14,1,Tiger and Elin Woods,"It serves you right, you cheating turd! [swings at him and misses]"
20,14,1,Eric Cartman,"Oh dude, was that a combo move?"
21,14,1,Kenny McCormick,"(Yeah dude, I fucked you up.)"
22,14,1,Eric Cartman,"Dude, here come the cops! We've gotta lie to them. Hit X to lie."
23,14,1,Kyle Broflovski,"Wow, I didn't know golf games were this cool."
24,14,1,Eric Cartman,"Yeah dude, EA Sports outdid themselves this time."
25,14,1,CDC Chairman and Experts,"I've gathered you together here because you are the best minds our country has to offer. As you've all seen on the news, our country is facing a major crisis, and we need to find out what's causing it. [the men glance at each other] Why? Why are rich successful men suddenly going out and trying to have sex with lots of women?"
26,14,1,Expert 1,"[with mustache and black coat] Tiger Woods was only the most prevalent, but our data shows that the numbers are growing. David Letterman and before that, Bill Clinton. There's a pattern here, people."
27,14,1,Expert 2,"[with mustache and midnight blue coat] Why would a man who's famous and makes tons of money use that and have sex with lots of different women? [glances at the woman to his left, then looks ahead again]"
28,14,1,CDC Chairman and Experts,"[stands up] Aand these rich celebrities have perfectly good wives at home. Why would they even think of sex with others? Dammit! [pounds the table with his right fist, but manages only a soft blow] I want answers!"
29,14,1,Expert 3,"[balding, with lab coat] We believe that it may be an outbreak of sex addiction, sir."
30,14,1,CDC Chairman and Experts,[sits down] Sex awhowho?
31,14,1,Expert 4,"[glasses and lab coat] It's a new phenomena we don't completely understand yet, but it... seems to make people... different. Of course, we all know the normal healthy male thinks only of sex occasionally and has no desire for sex with multiple partners. [the other men murmur in agreement]"
32,14,1,Expert 5,Definitely true.
33,14,1,CDC Chairman and Experts,"Yes, we all know that, go on."
34,14,1,Expert 4,"But in the sex addict, their entire lives are consumed with thoughts of wanting more and more. The mere sight of an attractive woman could... can make them think about sex with her."
35,14,1,Expert 6,[with fat cheeks] But what about love? How could tons of fame and money make you forget about love? [looks at the woman to his right]
36,14,1,CDC Chairman and Experts,What could be causing this outbreak of sexual addiction?
37,14,1,Expert 7,"[black] It could be caused by something in the water supply. Uh, perhaps even by - global warming."
38,14,1,Expert 8,[Japanese ancestry] Or cooling.
39,14,1,Expert 9,Yes
40,14,1,Expert 7,"If.so, then the disease could start to affect our children"
41,14,1,CDC Chairman and Experts,That does it! [pounds the table softly] I want health screening at all our nation's schools! We need to find out if any young people might be carrying this disease.
42,14,1,Expert 9,"Good afternoon, students. We are going to be a doing a health screening today. It won't take long, it'll be relatively painless, but we need to see if any students are showing... symptoms. [to his left is a cart with two beakers, a tray, and a picture resting against the legs] I'n a moment, I'm going to show you a suggestive picture. [puts the tray on the middle shelf of the cart and picks up the picture] And then I'm going to ask you a question about that picture. Alright, ready? Here we go. [turns the picture around and a naked couple appears, caressing. The class gasps]"
43,14,1,The class,Oh! Wow. Ohhh.
44,14,1,Kenny McCormick,[cheering] (Woo hoo!)
45,14,1,Kyle Broflovski,"Jesus, dude."
46,14,1,Butters Stotch,"Holy moly, what's that between the lady's legs? It's all bushy."
47,14,1,Expert 9,"Please just study the picture the best you can, students. I'll then ask you the question which you'll answer on the paper provided."
48,14,1,Butters Stotch,[pointing] I've never seen that part of a lady! Do they all got a hedge like that? Do they??
