,season,episode,character,line
0,21,1,Eric Cartman,"Okay, okay, okay, okay, okay, let's try this one: Alexa, add ""big hairy balls"" to my shopping list."
1,21,1,Alexa,"[from an Amazon speaker] Okay, I've added ""big hairy balls"" to your shopping list. [The boys burst out laughing]"
2,21,1,Butters Stotch,"Okay, [laughs, then faces the speaker] Alexa, add ""smelly tampon boogers"" to my shopping list."
3,21,1,Alexa,"I've added ""smelly tampon boogers"" to your shopping list. [The boys burst out laughing]"
4,21,1,Eric Cartman,"Alexa, Simon says ""I got vagina crabs in my butthole."""
5,21,1,Alexa,I got vagina crabs in my butthole. [The boys burst out laughing]
6,21,1,Ike Broflovski,"Alexa, Simon says, ""I gotta take a stinky poop."""
7,21,1,Alexa,I gotta take a stinky poop. [The boys burst out laughing]
8,21,1,Eric Cartman,"That's the best one yet! [Heidi walks into the living room from outside] Oh, you guys! I swear this is the greatest thing ever! You do one, Token! [grins. Heidi walks up to him and stands next to him]"
9,21,1,Heidi Turner,"Hey babe, what's up? [he looks at her, his grin turns into a frown, and his bright eyes glaze over and close halfway]"
10,21,1,Eric Cartman,"[flatly] Oh, hey babe, what's goin' on?"
11,21,1,Heidi Turner,What are you doing?
12,21,1,Eric Cartman,"Nnnothing, I'm just having fun with my friends. Is that, is that okay? [Heidi's smile vanishes]"
13,21,1,Heidi Turner,What are you pissed off about?
14,21,1,Eric Cartman,"Ugh, I'm not pissed off, I'm just hanging out."
15,21,1,Heidi Turner,[a bit annoyed] So you're just gonna be passive-aggressive again and not talk about what you're feeling?
16,21,1,Stan Marsh,"Uhwell, I think uhh, I think I got some stuff to do at home. [the boys start to leave as one]"
17,21,1,Kyle Broflovski,"Yup. Uhh, come on, Ike."
18,21,1,Clyde Donovan,We got Google Home at my house.
19,21,1,Eric Cartman,"[tries to head them off at the door] Aw guys, guys, don't leave, guys! Everything's kewl!"
20,21,1,Jimmy Valmer,"W-we'll see you later, man. G-g'm, good luck. [closes the door. Cartman look at the door with his jaw dropped]"
21,21,1,Eric Cartman,[sigh] Awesome. Thanks for coming in and bitching me out in front of all the guys.
22,21,1,Heidi Turner,[walks up to Cartman] You were clearly mad about something. You should just tell me when you're mad.
23,21,1,Eric Cartman,Just like you tell me what you're mad about every single day.
24,21,1,Heidi Turner,Why do you act like this all the time?
25,21,1,Eric Cartman,Uuugh. [leans away]
26,21,1,Heidi Turner,"You were the one who was pissed off, you're the one being passive-aggressive again!"
27,21,1,Eric Cartman,Uuugh! [droops as if being weighed down by a ship's anchor]
28,21,1,Heidi Turner,"Because you don't know how to talk about how you're feeling! [walks out the front door, slamming it shut. Cartman is still drooping, then he sighs.]"
29,21,1,Eric Cartman,"Alexa, add ""titty chips"" to my shopping list."
30,21,1,Alexa,"I've added ""titty chips"" to your shopping list. [Cartman laughs softly, but heartily]"
31,21,1,Darryl Weathers,"Look at 'em. Every day, people are buyin' more an' more of them Amazon and Google thingies while we all sit here an' [pounds on the bar counter with his left fist] lose our jobs!"
32,21,1,Eddie,It ain't right.
33,21,1,Darryl Weathers,"Automated personal assistants, self-drivin' trucks, whatever happened to people jobs?!"
34,21,1,Cleetus,They took our jobs! [the other rednecks join him in protest]
35,21,1,Darryl Weathers,"[stands on a table] They took our jubs! And it's time for us to band together and take to the streets to say ""We ain't gonna take it no more!"" [the other rednecks resume the protest and a couple of Confederate flags pop up and are swung side to side] Now let's get out there and protest that Alexa took our jobs!"
36,21,1,Alexa,"Now playing ""Turk Our Durr"" by Joni Mitchell. [a mangled version of ""Help Me"" plays]"
37,21,1,Darryl Weathers,"No, not Joni Mitchell - ""Turk Our Durr"", you took our durbs!"
