,season,episode,character,line
0,12,1,Eric Cartman,AHHHHHH.
1,12,1,Dentist,"Well, there's no doubt about it. Those tonsils need to come out."
2,12,1,Eric Cartman,What?
3,12,1,Liane Cartman,"Uh, what exactly does that entail, doctor?"
4,12,1,Dentist,"It's a very simple operation. We'll just put you to sleep, Eric, and when you wake up you'll be tonsil-free!"
5,12,1,Eric Cartman,"No- No way. I'm not going to the hospital, Mom!"
6,12,1,Dentist,"Oh, I thought you were a tough kid! You're not scared of hospitals, are you?"
7,12,1,Eric Cartman,"No, I'm not scared... I just- I don't want my tonsils out, that's all!"
8,12,1,Dentist,"Well then I guess you don't want all the ice cream you get after the surgery, either."
9,12,1,Eric Cartman,...Ice cream?
10,12,1,Dentist,It'd be a shame to have to give all that free ice cream to the big boys who aren't scared of hospitals.
11,12,1,Liane Cartman,"What do you say, champ? Think you can tough it out?"
12,12,1,Eric Cartman,Well...you did say free ice cream? [Dentist and Liane laugh]
13,12,1,Liane Cartman,"Poopsiekins, wake up. Wake up, honey."
14,12,1,Eric Cartman,"[Opening his eyes, blinking a lot] Uh. It's over?"
15,12,1,Liane Cartman,"That's right, you did it, Poopsiekins!"
16,12,1,Eric Cartman,"[Eyes fully open, sitting up] Its over! I didn't feel anything! You were right, Mom!"
17,12,1,Liane Cartman,"I'm so proud of you, Eric."
18,12,1,Eric Cartman,"All right, so where's my ice cream?"
19,12,1,Liane Cartman,"Oh, here's the doctors now! Hi, doctor."
20,12,1,Eric Cartman,"You were right, doctor! Everything is okay!"
21,12,1,Doctor,"No, it's not. Eric, I'm afraid that we've accidentally infected you with the AIDS virus."
22,12,1,Liane Cartman,...What!?
23,12,1,Eric Cartman,What's that supposed to mean?!
24,12,1,Doctor,During the tonsil surgery we had to supply you with donor blood. A mistake was made and you were given blood contaminated with HIV. It was a one in a billion fluke.
25,12,1,Eric Cartman,I HAVE AIDS?
26,12,1,Doctor,"Not yet, but we've confirmed that you now have the virus that causes AIDS. We are very sorry."
27,12,1,Eric Cartman,"""SORRY""?! YOU GAVE ME AIDS AND YOU'RE ""SORRY""?!"
28,12,1,Liane Cartman,"Oh, my poor little baby!"
29,12,1,Eric Cartman,"Mom, you said nothing would go wrong!"
30,12,1,Liane Cartman,Oh God! [Cries] Oh no!
31,12,1,Eric Cartman,"No! No, this is a joke, right!? This is a joke; I can't have AIDS!"
32,12,1,Doctor,"We're going to do everything in our power to make this up to you, Eric. For starters, I think I owe you some ice cream. [One of the doctors brings over a plate with two sundaes on it, leaving it on Cartman's bed.]"
33,12,1,Eric Cartman,[Knocks the ice cream on the ground] Fuck your ice cream! You said I'd be fine! You all said I'd be FINE!
34,12,1,Liane Cartman,"[Sobbing] Oh, oh, my baby has HIV!"
35,12,1,Eric Cartman,NO! NOOOOOOOO!
36,12,1,Principal Victoria,"Thank you for coming, everyone. [Stan, Kyle, Butters and Kenny walk in.]"
37,12,1,Principal Victoria,"Boys, please take a seat."
38,12,1,Stan Marsh,[The boys sit down.] What's going on? Are we in trouble?
39,12,1,Principal Victoria,"Boys, the reason we called you all in is because one of your friends... has a serious illness. Eric Cartman has been diagnosed with HIV."
40,12,1,Stan Marsh,[All five boys are surprised.] ...What?
41,12,1,Butters Stotch,Oh no.
42,12,1,Doctor 2,"He's been to several specialists after a botched blood transfusion. The disease is in very early stages and completely manageable, but he's naturally a bit scared."
43,12,1,Kyle Broflovski,Cartman has HIV?
44,12,1,Doctor 2,"We need everyone to understand you can't get the virus from Eric. You can still give him hugs and even kisses. Don't be afraid of him, just-"
45,12,1,Kyle Broflovski,Excuse me. Eric Cartman has HIV?
46,12,1,Principal Victoria,"All right, we're going to bring Eric in now, and let's all be as supportive as we can and show him lots of love, okay?"
47,12,1,Mr Mackey,"[Opens the back door] Eric? Come on in, your friends want to say ""Hi"", m'kay? [Eric walks into the room with a black baseball cap, a gray scarf, and an annoyed look. Everyone greets him.]"
48,12,1,Kyle Broflovski,...No. Way.
49,12,1,Butters Stotch,"[Walks over to Cartman, putting an arm around his shoulder] How ya doin', Eric? You know, I think you're a real special little guy, and even though you have AIDS, I ain't gonna act any different towards you. [Smiles and kisses Cartman on the cheek, much to his horror]"
50,12,1,Eric Cartman,"God damn it, this sucks ass!"
51,12,1,Kyle Broflovski,"...Excuse me, I have to step out for a minute. [Leaves the room and begins laughing in the hallway. It can be heard from in the room.]"
52,12,1,Butters Stotch,Poor Kyle. He's really taking it hard.
53,12,1,Eric Cartman,"Is Kyle laughing out there!? This isn't a time for funny jokes, I'm gonna die!"
54,12,1,Doctor 2,"No, you're not going to die, Eric. AIDS isn't as big a deal as it used to be. There are advances in treatment and-"
55,12,1,Eric Cartman,"Not a big deal!? Is that how everyone feels!? People need to understand the seriousness of this illness, and the bravery of the people who struggle with it!"
56,12,1,M C,"We are here tonight to salute the bravery and the courage of one very special little boy who is living with HIV. [there's hardly anyone there: just his mom, Butters, Jimmy, and two other adults.]"
57,12,1,Eric Cartman,Where the hell is everybody? [a waitress arrives with some food]
58,12,1,Liane Cartman,"Excuse me, shouldn't we wait for everyone to arrive before we get started?"
59,12,1,Waitress,This is everyone. We didn't sell that many tickets.
60,12,1,Butters Stotch,"Great benefit, Eric!"
61,12,1,Jimmy Valmer,The Italian meatballs are fa-fantastic.
62,12,1,Eric Cartman,So this is it?
63,12,1,Waitress,I'm afraid AIDS benefits aren't as popular as they used to be. AIDS was more the '80s/'90s disease. It's all about cancer now. [leaves]
64,12,1,Eric Cartman,"Well that's just great! Of all the times to get AIDS, I get it right when everyone stops givin' a crap!"
65,12,1,M C,"With all of your help, we have raised over seventeen dollars for AIDS tonight, and that money will certainly go towards helping little Eric Markman."
66,12,1,Eric Cartman,Just bring out Elton John already!
67,12,1,M C,"Uh we're sorry, Elton couldn't make it. He- uh, he had to play at a cancer benefit."
68,12,1,Waitress,"It's all right, we got somebody better: Jimmy Buffett!"
69,12,1,Eric Cartman,Jimmy Buffett?!
70,12,1,Jimmy Buffett,"Hello everyone. I wrote this song for a very brave little boy.
AIDSburger in paradise!
AIDSburger and it ain't nice!"
71,12,1,Eric Cartman,Nobody likes Jimmy Buffett except for frat boys and alcoholic chicks from the South!
72,12,1,Jimmy Buffett,"A little boy in South Park
Dyin' of AIDS in the cold dark
How he got AIDS I haven't a clue.
Wastin' away again because of AIDS and stuff
How are we all feelin' tonight?"
73,12,1,Eric Cartman,"[sticks his middle finger up in the air] Fuck you, Jimmy Buffett! You fuckin' suck!"
74,12,1,Liane Cartman,"Ohoho poopsiekins, be nice."
75,12,1,Eric Cartman,"Fuck you Mom, I have fucking AIDS!"
76,12,1,Eric Cartman,"Hey guys, thanks a lot for comin' to my AIDS benefit yesterday."
77,12,1,Stan Marsh,"Oh dude, was that yesterday? We forgot."
78,12,1,Eric Cartman,"Yeah, you forgot. Just like a lot of people lately have forgot that AIDS is still killing people! Seems like all of America has forgot that HIV is a serious disease."
79,12,1,Stan Marsh,"Well, did... Elton John sing a song for you?"
80,12,1,Eric Cartman,"...No, as a matter of fact, Jimmy Buffett came instead. [Kyle bursts out laughing; Cartman angrily approaches him] Oh yeah, it's real fuckin' funny, Kyle!"
