,season,episode,character,line
0,9,1,Planned Parenthood Doctor,"Hello, Mr. Garrison, I'm Dr. Biber. I'll be performing your surgery today."
1,9,1,Mr Garrison,"[on the hospital bed, his legs in stirrups] God bless you, Doctor. I know you'll make me well again."
2,9,1,Dr Biber,"Now, you're absolutely sure you want a vaginoplasty?"
3,9,1,Mr Garrison,My whole life I've been a woman trapped in a man's body. A sex-change operation is my last chance at happiness.
4,9,1,Dr Biber,"All right, then let's begin. [POV changes to Mr. Garrison looking down past his groin. A nurse hands Dr. Biber a scalpel] Just relax, Mr. Garrison. I think if more people could just see a sex-change operation, they would know how perfectly natural it is. The first thing I'm going to do is slice your balls. [bends down to slice open Mr. Garrison's nutsack - a live slice is shown]"
5,9,1,Mr Garrison,"Ough, ergh. Eww. [his eyes remain shut for the duration of the operation]"
6,9,1,Dr Biber,"With the scrotum open, I can now discard of your testicles."
7,9,1,Mr Garrison,"So long, balls. [the vas deferens is shown being cut in two, severing the testicle from the rest of the body. A nurse dabs Dr. Biber's forehead with a towel to remove any sweat there]"
8,9,1,Dr Biber,"Now, I'll just continue the incision up the shaft of the penis. [real-life footage is shown]"
9,9,1,Mr Garrison,"Oh, that stings."
10,9,1,Dr Biber,Now I'll just... turn your... penis inside out.
11,9,1,Mr Garrison,OH! Oh jeez.
12,9,1,Dr Biber,All we need to do now is ...stuff the ...unskinned penis inside your... pelvis... And now I'll use the skin from your penis to make vaginal lips.
13,9,1,Mr Garrison,Do I look like a woman?
14,9,1,Dr Biber,"[reviewing the results, then holds up his left thumb] Pretty much."
15,9,1,Stan Marsh,"Dude, don't be nervous."
16,9,1,Kyle Broflovski,How can I not be nervous? Trying out for the All-State team has been my dream for years.
17,9,1,Stan Marsh,"You're the best player at our school, dude. You'll make the team for sure."
18,9,1,Eric Cartman,This is ridiculous. Jews can't play basketball.
19,9,1,Kyle Broflovski,"[points right at Cartman] I beat out YOUR fat ass, Cartman! [a referee's whistle is heard]"
20,9,1,Lead Referee,All students trying out for the All-State team to center court! [Kyle heads for center court]
21,9,1,Stan Marsh,"Good luck. [Kyle reaches center court and is flanked by tall black players on either side. He looks around, seeing how much taller these players are than he. Two of them have basketballs; Kyle has his own ball]"
