,season,episode,character,line
0,16,14,Denver Poll Worker,"Okay, Mr. Thompson, voting line is right over there. [Mr. Thompson walks off] Next, please. [Cartman shows up dressed up in his festival best - dress shirt, suspenders, hat with a ribbon on it, and an all-day sucker. He's going to play on the sympathies of the elderly poll workers]"
1,16,14,Eric Cartman,Mom? Mommy? Where's my mommy?
2,16,14,Denver Poll Worker,"Oh dear, did you lose your mother, little boy?"
3,16,14,Eric Cartman,MOM!
4,16,14,Denver Poll Worker,Security?
5,16,14,Denver Guard,[shuffles up to the poll worker] Heaah?
6,16,14,Denver Poll Worker,This little boy lost his mom.
7,16,14,Eric Cartman,She said to wait for her by the... plastic boxes if I got lost.
8,16,14,Denver Guard,"It's all right, come on. [takes Cartman's hand and walks him away]"
9,16,14,Eric Cartman,Mom? Where's my mom?
10,16,14,Charlotte Poll Worker,"Oh dear. Did you lose your mommy, little boy?"
11,16,14,Flight Attendant 1,"[to the aisle passenger] Would you like some warm nuts, sir?"
12,16,14,Eric Cartman,"[wriggles in his seat and laughs] ""Warm nuts"", she said."
13,16,14,Eric Cartman,Mom?! I lost my Mooohhm!
14,16,14,Flight Attendant 2,"Warm nuts, sir? Warm nuts?"
15,16,14,Eric Cartman,[breaks into a smile and laughs] No way dude. No way.
16,16,14,Eric Cartman,MOOOM! I can't find my mooom!
17,16,14,Flight Attendant 3,"Would you like warm nuts, sir? [the man accepts the nuts and smiles]"
18,16,14,Eric Cartman,"Ahaha, okay okay it's getting old. [both passenger and attendant frown at him]"
19,16,14,Eric Cartman,MOOOMMM! MOOOMMM!
20,16,14,Anchor,"The people have spoken, and the President of the United States is once again, Barack Obama."
21,16,14,President Obama,"I assure you all, I am heading back to the White House more motivated - more titillated - than ever. [Ike begins to bawl.]"
22,16,14,Kyle Broflovski,"Don't be sad, Ike. Just be happy that you live in a country where people get to elect a president at all. [the phone rings and he answers it.] Hello?"
23,16,14,Eric Cartman,[from the Cartman kitchen] Hey Kyle. What's up?
24,16,14,Kyle Broflovski,"Nothing, watching the election results."
25,16,14,Eric Cartman,"Yeah, I figured. It's the day after the election, so you're probably sitting on the couch telling your little brother how great it is to live in a democratic society. [Kyle glances at Ike.] Listen, Kyle, could you come over for a second? I got somethin' I need to show you."
26,16,14,Kyle Broflovski,What?!
27,16,14,Eric Cartman,"Please, Kyle. It's kind of important."
28,16,14,Kyle Broflovski,"Alright, what is this all about, fatass?!"
