,season,episode,character,line
0,1,3,Liane Cartman,"Now you be careful, Eric. The woods can be very dangerous."
1,1,3,Eric Cartman,"Okay, Mom."
2,1,3,Kyle Broflovski,"Ready to go hunting, Cartman?"
3,1,3,Stan Marsh,"Yeah, my Uncle Jimbo says we gotta get up there early. Right, Uncle Jimbo?"
4,1,3,Jimbo Kern,"That's right, Stanley. Animals are much easier to shoot in the morning."
5,1,3,Liane Cartman,"Here hon, I packed you some cheesy poofs and happy tarts."
6,1,3,Jimbo Kern,"Don't worry Mrs. Cartman, we'll take good care of him. I brought my old war buddy Ned to keep things safe."
7,1,3,Ned Gerblansky,"Hello, Mrs. Cartman. How are you today?"
8,1,3,Liane Cartman,"Be sure to use lots of bug spray, and if you have to poo-poo, don't wipe with poison ivy."
9,1,3,Eric Cartman,"Dude, that's sick mom."
10,1,3,Liane Cartman,"And I know it can get scary up in those woods, but just remember, mommy's not far away."
11,1,3,Eric Cartman,"Drive, Drive!"
12,1,3,Liane Cartman,You give your mommy a kissy.
13,1,3,Eric Cartman,"Drive the car damn-it, drive!"
14,1,3,Kyle Broflovski,[In a slight falsetto.] Don't get scared up in the mountains Cartman.
15,1,3,Eric Cartman,"Shut up, I'm not scared of nothing."
16,1,3,Stan Marsh,"Maybe your mom can give me a kiss too, Cartman."
17,1,3,Kenny McCormick,(Maybe she'll suck my dick.)
18,1,3,Jimbo Kern,"Oh, ho, that's disgusting."
19,1,3,Eric Cartman,"You piece of crap, I'll kill you!"
20,1,3,Jimbo Kern,"That's the spirit boys, let's get that testosterone flowin'."
21,1,3,Eric Cartman,Eeeeenh!
22,1,3,Jimbo Kern,"Now boys, boys, ah-I need to get serious for a minute. I want you to understand a few basic rules of hunting, since this is your first time. First, don't ever walk with your gun unless the safety's on. Second, don't shoot anything that looks human, and third, never spill your beer in the bullet chamber."
23,1,3,Stan Marsh,"Uh, Uncle Jimbo, we don't drink beer."
24,1,3,Jimbo Kern,You what?!?
25,1,3,Ned Gerblansky,"mmmMoh Yeah, that's right, I don't think eight year old kids drink beer, mmm."
26,1,3,Kyle Broflovski,I like chocolate milk.
27,1,3,Jimbo Kern,"Well, we'll be doing plenty of drinking on this trip; After all, hunting sober is like ...fishing ...sober. It sure will be nice to get out of the city for a while, away from civilization."
28,1,3,Jimbo Kern,"Welp, here we are. Okay, each of you young 'uns take a gun, a beer and some smokes."
29,1,3,Eric Cartman,"Hey, I didn't get a gun."
30,1,3,Eric Cartman,Sweet. This is like the gun I used in 'Nam
31,1,3,Stan Marsh,"You weren't in Vietnam, Cartman."
