,season,episode,character,line
0,13,4,Eric Cartman,"Oh man, I thought that day would never end."
1,13,4,Wendy Testaburger,"Hey Stan, you wanna maybe study together after school?"
2,13,4,Stan Marsh,"What?! No way Wendy, today's the day!"
3,13,4,Wendy Testaburger,What day?
4,13,4,Butters Stotch,The day they're showin' Part 2 of last week's Terrance and Phillip show!
5,13,4,Clyde Donovan,They're gonna finally reveal who Phillip farted on to get out of jail.
6,13,4,Red,"Oh God, that show is so dumb."
7,13,4,Eric Cartman,Dumb?! Phillip farted in somebody's face super hard! But you don't know who until this week's episode!
8,13,4,Tweek Tweak,Eagh! This has been the longest week of my life!
9,13,4,Bebe Stevens,Why do boys think farts are so funny? They're juvenile and gross!
10,13,4,Eric Cartman,"No! No, nono, you're right Bebe! Farts totally aren't funny. [walks from his locker to the middle of the hall, turns around, farts, and walks back to his locker. A little girl walks into the fart fumes and all the boys laugh]"
11,13,4,Little Girl,Eww! [Butters points at her and laughs cruelly]
12,13,4,Kyle Broflovski,"Come on guys, we gotta go! [leads the boys down the hall]"
13,13,4,Jimmy Valmer,We're finally gonna learn the chocking truth of who Phillip f-farted on.
14,13,4,Eric Cartman,Let's get to my house!! [the boys run out of school chattering away while the girls remain in the hall annoyed]
15,13,4,Wendy Testaburger,God they're so stupid!
16,13,4,Stan Marsh,Oh boy!
17,13,4,Butters Stotch,This is gonna be great!
18,13,4,Craig Tucker,I've been waiting for this all week.
19,13,4,Butters Stotch,Oh boy!
20,13,4,Eric Cartman,"[walks in with some snacks for himself and spots Craig on the sofa] Ah ah ah, that's my seat, Craig."
21,13,4,Craig Tucker,"Dude, I was here first."
22,13,4,Eric Cartman,"It's my Goddamned house, now get your bitch ass on the floor! [Craig moves to an empty spot on the floor as Cartman takes his place on the sofa]"
23,13,4,Butters Stotch,"Well it's on, it's on, itsonitsonitson!"
24,13,4,Announcer,"You are watching the Canada Channel, the only channel in Canada."
25,13,4,Announcer 2,"Previously on Terrance & Phillip: Terrance farted on the American president, but Phillip took the heat. [A shot of Terrance farting on Barack Obama, who appears Canadian onscreen. The boys have a good laugh]"
26,13,4,Phillip,[pleading his innocence as a prison guard shoves him into a cell] It wasn't me! [fart. The boys laugh again]
27,13,4,Announcer 2,"And now, the thrilling conclusion of... Terrance & Phillip: Blood Rage [""Part 2"" appears, followed by ""Special Presentation""]"
28,13,4,Announcer,"...will not be seen tonight, so that we may bring you this Queef Sisters Special!"
29,13,4,Eric Cartman,What?
30,13,4,Announcer 3,The Canada Channel presents... The Queef Sisters. Katherine and Katie Queef. [a shot of them at the beach farting pink queefs] Two Toronto girls who love shooting air out their vaginas. [a shot of them queefing on a unicorn.] It's The Queef Sisters special on Channel Canada.
31,13,4,Doctor,"Alright Queef Sisters, it's time for your yearly PAP smear and vag exam."
32,13,4,"Terrance & Phillip, Katherine & Katie",Alright Doctor.
33,13,4,"Terrance & Phillip, Katherine & Katie","I'm ready, Doctor."
34,13,4,Doctor,[walks over to Katherine] Now I'm just going to check for cysts. [lowers his face and moves in closer for a good look... QUEEF!] Awww! [backs up and hides his face. Katherine begins to laugh. Katie joins in]
35,13,4,Eric Cartman,What the fuck is this?!
36,13,4,Doctor,"Now listen heauh! If you queef in my face, then I refuse to be your gynecologist!"
37,13,4,"Terrance & Phillip, Katherine & Katie","I'm sorry, doctor. I had air trapped in my vagina."
38,13,4,"Terrance & Phillip, Katherine & Katie",Huhuhuhu!
39,13,4,Doctor,"Well just don't let it happen again! Now I'm going to check for cysts. [lowers his head, quickly glances at Katherine, then lowers his head again. QUEEF! The doctor recoils again] Arh! [Katherine laughs, then Katie joins in. The boys watch this special and aren't moved.] Now stop it! That isn't funny! Babies come from there! [goes back between Katherine's legs. QUEEF! The doctor hides his face again and the sisters laugh. The doctor is fed up and throws his notepad away] That's it! No PAP smear for you!"
40,13,4,"Terrance & Phillip, Katherine & Katie","But doctor, what if I have cancer?"
41,13,4,Doctor,"You should have thought of that before you queefed in my face three times! [A shot of the boys confused, with Cartman getting mad]"
42,13,4,Butters Stotch,"They, uh they aren't gonna show part 2 of the Terrance and Phillip show?"
43,13,4,"Terrance & Phillip, Katherine & Katie","Doctor, my sister is just being difficult. Maybe you can just examine my cervix instead."
44,13,4,Doctor,"Well alright, let me check for cysts. [goes over to Katie and lowers his head. QUEEF! He backs out] Nooo! [the sisters laugh] That does it, Queef Sisters! I'm not your vaginal doctor anymore! [walks out the door]"
45,13,4,"Terrance & Phillip, Katherine & Katie","Oh Katie, I do believe we made the doctor angry."
46,13,4,"Terrance & Phillip, Katherine & Katie",I guess so Katherine.
47,13,4,Eric Cartman,Dude! What the hell is this disgusting crap?!
48,13,4,Phillip,What the hell is this disgusting crap?!
49,13,4,"Terrance & Phillip, Katherine & Katie",Queef Sisters?!
50,13,4,Network President,That's right. It's a hot new Canadian show we're trying out.
51,13,4,"Terrance & Phillip, Katherine & Katie",You replaced our show with this?! But they aren't funny! All they do is queef all the time!
52,13,4,Phillip,That's sick!
53,13,4,Network President,You think farts are funny; why not queefs?
54,13,4,"Terrance & Phillip, Katherine & Katie",Because babies come from there!
55,13,4,Network President,"Eh, look guys, women are starting to be the driving force behind the television audience! You know, women empowerment and the get-go. So we want to try to appeal to the female sensibility. Sorry guys, but if you ask me, your farts have gotten stale!"
