,season,episode,character,line
0,13,10,John Cena,"Say that again, Edge! You think you're better than me?!"
1,13,10,Edge,"Cena, your mouth has gotten you in trouble for the last time! I'm gonna shut it up for you!"
2,13,10,Spectators,Oooooooooooooooooooooo!
3,13,10,Darryl Weathers and a whole bunch of Rednecks,"Bust him up, Edge!"
4,13,10,Obese Woman,Kick his ass! WOO!
5,13,10,John Cena,"Oh yeah?! I've got somethin' else to tell you, Edge! I slept with Vanessa last night. [everyone boos. Vanessa, the one with the pink bra, is embarrassed and tries to hide her face]"
6,13,10,Redneck 1,"[his vest has a tag that says ""Eddie"" on it] Cena slept with Edge's girlfriend?"
7,13,10,Eric Cartman,"Oh my God, this is just sooo awesome!"
8,13,10,Stan Marsh,I'm having the best time!
9,13,10,Edge,"[a huge image of himself is on a massive TV screen behind him] You cheated, and took my belt from me, and now I can't hardly get work wrestling! You took muh girl AND you took my job! [all gasp]"
10,13,10,Darryl Weathers and a whole bunch of Rednecks,He took his job!
11,13,10,Redneck 2,He took his jrrr?
12,13,10,Redneck 3,"Took hid drrr! [Edge throws down the mic and prepares to attack Cena. Edge slaps Cena hard enough that Cena falls to the ground, then does a victory pose. The ladies begin to wrestle]"
13,13,10,Eric Cartman,"Oh, sweet! [the woman in black bra pulls on the other woman's arm using her right leg as leverage, then begins pummeling her. Cena throws Edge against the ropes]"
14,13,10,Edge,"Whoa... [flies off the ropes and into Cena's clothesline, which sends him to the floor on his back.]"
15,13,10,Butters Stotch,Yes! Yehhehehes!
16,13,10,Eric Cartman,This is awesome!
17,13,10,Eric Cartman,Dude! That was so badass!
18,13,10,Kyle Broflovski,Wrestling is awesome!
19,13,10,Stan Marsh,This is it you guys! We know what our calling in life is now. Tomorrow we are signing up for wrestling class! [the other boys cheer this decision.]
20,13,10,Eric Cartman,The fuck is this?!
21,13,10,Stan Marsh,[a couple of seconds later] Why did they have us put on long underwear.
22,13,10,Kyle Broflovski,"Well ah I guess in wrestling we're supposed to make our own outfit, and then wear it over this."
23,13,10,Butters Stotch,"Ohhh. Yeah, that makes sense."
24,13,10,Kyle Broflovski,"Alright, so did everyone settle on their wrestling names?"
25,13,10,Eric Cartman,I did. I'm the Rad Russian. [affects a fake Russian accent] I come from Russian to crush your puny capitalist heads!
26,13,10,Coach Connors,[arriving] Alright boys! I'm really glad to see we have some new recruits interested in the fine sport of wrassling.
27,13,10,Kyle Broflovski,Cool!
28,13,10,Stan Marsh,Yeah!
29,13,10,Butters Stotch,Let's do this!
30,13,10,Eric Cartman,All right!
31,13,10,Coach Connors,"Now, the first thing we're gonna learn today are the fundamental wrassling holds. Let's get some volunteers. Uh why don't come over here young man? What's your name?"
32,13,10,Eric Cartman,The Rad Russian.
33,13,10,Coach Connors,What?
34,13,10,Eric Cartman,"You capitalist swine, I'll crush you!"
35,13,10,Coach Connors,"Okay uh, just go ahead and get on your hands and knees."
36,13,10,Eric Cartman,Huh?
37,13,10,Coach Connors,"Just, down on, down on the floor. [Cartman bends over a bit, unsure of how to do this, given his girth] Hands and knees. [the coach helps him out in getting into position.]"
38,13,10,Eric Cartman,Okay...
39,13,10,Coach Connors,Alright and now how about you. Your name is?
40,13,10,Butters Stotch,Triceratops!
41,13,10,Coach Connors,"Uh, all right, uh cu, come on over here. I'm gonna position you in the official wrassling starting position. [drapes Butters over Cartman] Here- we- go."
42,13,10,Eric Cartman,The fuck is this?!
43,13,10,Coach Connors,Now just reach around him here. Good.
44,13,10,Eric Cartman,Dude! Dude! DUDE! [jumps to his feet] The fuck are you doing?!
45,13,10,Coach Connors,Get back on the floor! I'm teaching the starting position of wrassling!
46,13,10,Eric Cartman,"That's not wrestling, dude, that's fucking gay!"
47,13,10,Stan Marsh,"Yeah, what are you? A child molester?"
48,13,10,Kyle Broflovski,Where's all the cool costumes and jumping off ropes and stuff?!
49,13,10,Coach Connors,"Oh, not this again! Let me guess: you just went to that stupid WWE show in Denver last night!"
50,13,10,The Boys,Yeah! [all smiles]
51,13,10,Coach Connors,"Ugh. [the boys frown at this] The WWE is not wrassling! That's a bunch of fake bullcrap! How stupid are you! Real wrassling, boys, is this! [spreads his arms out to indicate the floor and their uniforms - practice, practice, practice]"
52,13,10,Eric Cartman,"Well this is fucking lame dude! Let's get the hell out of here, guys. [they all take off their headgear and walk away]"
