,season,episode,character,line
0,12,10,Kyle Broflovski,"I don't get it, Kenny: why do you buy razors and shaving cream?"
1,12,10,Kenny McCormick,"(Hey dude, I like to shave my balls.)"
2,12,10,Eric Cartman,Shave your balls? Why would you shave your balls?
3,12,10,Kenny McCormick,('Cause girls like shaved balls.)
4,12,10,Kyle Broflovski,Girls like shaved balls?
5,12,10,Kenny McCormick,(Yes they do.)
6,12,10,Eric Cartman,What girl is gonna see your balls?
7,12,10,Kenny McCormick,(Well I don't know.) [Something grabs Stan's attention and he stops and looks to his right.]
8,12,10,Stan Marsh,"[pissed off] Oh Jesus, there's another one! [the other boys stop and look. A Peruvian pan flute band plays and draws a small crowd] Another pan flute band! Have you guys noticed there's bands like this everywhere you go lately? [the band has a bombo drummer, a siku player, and two charango players]"
9,12,10,Eric Cartman,Yeah I saw like three of those bands down in Denver yesterday. All their crappy music sounds the same.
10,12,10,Stan Marsh,I'm so sick of hearing this music everywhere I go!
11,12,10,Kyle Broflovski,I think Kenny likes it. [Kenny's groovin' to the music]
12,12,10,Stan Marsh,[turns left and leaves] I gotta get home for dinner.
13,12,10,Eric Cartman,"[follows] Yeah, me too. [Kyle follows Cartman and Kenny keeps dancing.]"
14,12,10,Stan Marsh,[pumping his fists] God!
15,12,10,Eric Cartman,Shut up already!
16,12,10,Stan Marsh,I'm outta here; see ya guys. [leaves. Kyle and Cartman follow and Kenny dances again]
17,12,10,TV,"Tonight, the Travel Channel takes you to London! [the London skyline is shown. A British flag floats across the screen] London has something for everyone! Sights! [a pillar topped by a statue] Theater, and wonderful street performers! [the picture pans down to reveal a pan flute band playing to the crowd]"
18,12,10,Stan Marsh,They're in London too?
19,12,10,Sharon Marsh,"Hey, time for dinner guys. [Shelly turns off the TV and joins Stan to the dining room]"
20,12,10,Sharon Marsh,"All right kids, dig in."
21,12,10,Stan Marsh,Where's dad?
22,12,10,Sharon Marsh,[irritated] He's upstairs videotaping your grandfather in the bathtub.
23,12,10,Stan Marsh,Why?
24,12,10,Sharon Marsh,Because ever since your father got that stupid video camera he thinks he has to film everything the family does.
25,12,10,Randy Marsh,"[arrives and starts shooting] All right, here we are. Marsh family gathered for another dinner. [moves around to Stan's side of the table, shooting video all the while]"
26,12,10,Sharon Marsh,"Randy, we have plenty of video of us eating dinner."
27,12,10,Randy Marsh,[points the camera at Shelly] There's Shelly. You excited about eating dinner Shelly?
28,12,10,Shelly Marsh,"Turn it off, Dad!"
29,12,10,Randy Marsh,"[swoops around to Shelly's side to get a better shot] Oh look! Stan's eating a tater-tot! Wave to the camera, Stan. [takes a quick look at the screen attached to the camera, to adjust the aim. A second later and pan flute music is heard. Stan looks around and locates the source. He walks to a front window and sees a pan flute band playing across the street. In front of them is a briefcase full of CDs]"
30,12,10,Stan Marsh,Oh Jesus Christ! [Randy walks up behind him with the camera]
31,12,10,Randy Marsh,"Ohhh neato, it's one of those Peruvian pan flute bands. Stan, go out and stand with them. I can get a shot. [Stan just glances at him]"
32,12,10,Eric Cartman,"I will play this card to move Kyle back seven spaces... [moves Kyle's piece back seven spaces and softly says] ...screw you Kyle. [normal voice] Aaand all right, your turn, Kenny. [tosses the dice to him]"
33,12,10,Stan Marsh,"You guys! You guys, check this out: I saw another Peruvian flute band outside my house last night."
34,12,10,Eric Cartman,So?
35,12,10,Stan Marsh,"So? So I just sat there and watched them for a while and, guess how much money they made selling their crappy CDs?"
36,12,10,Eric Cartman,How much?
37,12,10,Stan Marsh,Over two hundred bucks.
38,12,10,Kyle Broflovski,Two hundred dollars?
39,12,10,Eric Cartman,Really? Are you sure?
40,12,10,Stan Marsh,"Yeah dude, I'm- I'm starting to realize that it's like the easiest job in the world. You know, I mean, we could do that! [the other boys stay quiet]"
41,12,10,Kyle Broflovski,...Become a Peruvian flute band?
42,12,10,Stan Marsh,"Yeah, why not? We get some instruments and some costumes and then... make some crappy pan flute music CDs on my computer."
43,12,10,Eric Cartman,[stands up] Oh my god. We're gonna make so much fucking money you guys.
44,12,10,Stan Marsh,Yeah!
45,12,10,Kenny McCormick,(Woohoo!)
46,12,10,Kyle Broflovski,But where are we gonna get the money to buy costumes and and the instruments? [the boys give it some thought]
47,12,10,Eric Cartman,"Craig, dude, how're you doing, bro?"
48,12,10,Craig Tucker,...Fine.
49,12,10,Eric Cartman,"Cool, awesome. Um, Craig, remember how you were tellin' us how your grandma gave you a hundred bucks for your birthday?"
50,12,10,Craig Tucker,...Yeah.
51,12,10,Stan Marsh,"Craig, how would you like to turn that hundred dollars into a thousand dollars? [Craig stays quiet, so Cartman prevails upon him and enters his house]"
52,12,10,Eric Cartman,"Come on in, Craig. Have a seat. Welcome."
53,12,10,Craig Tucker,What do you guys want?
54,12,10,Kyle Broflovski,"[enters with Stan and Kenny] Craig, we have chosen you to join our Peruvian flute band!"
55,12,10,Eric Cartman,[applauds] All right Craig! [pats him on the back]
56,12,10,Craig Tucker,You mean like those guys you see at all the tourist spots?
57,12,10,Stan Marsh,"There's a reason they're everywhere, Craig: because they make bank! We just need your money to buy instruments and make some CDs."
58,12,10,Eric Cartman,"And we'll double your money in one afternoon, Craig."
59,12,10,Craig Tucker,[assessing the situation] You guys never hang out with me. You never invite me to do stuff. But now you want me to be in a band with you because my grandma gave me a hundred dollars.
60,12,10,Eric Cartman,"Craig, don't be an asshole."
61,12,10,Craig Tucker,[turns right and walks past Cartman] I'll go get the money. [the boys grin. Stan and Kenny high-five each other.]
62,12,10,Stan Marsh,"All right guys, just like we rehearsed it. You ready Craig? All right, let's jam!"
63,12,10,Eric Cartman,"And a one, and a two, and a- [the boys launch into their rendition of ""Mary Had A Little Lamb""]"
64,12,10,Man 1,"Wow, that's such cultural music."
65,12,10,Man 2,"Very cultural, yes."
66,12,10,Eric Cartman,"[as the men leave] Por favor, buy our CDs de musica. [in their briefcase are $10 CDs from their band, the Llama Brothers, ""Tapas and Moonscapes"". Man 1 whips out a fresh $10 bill and buys a CD]"
67,12,10,Kyle Broflovski,Gracias.
68,12,10,Woman 1,[walks by and stops to check out the CDs] How cultural. [buys one for herself]
69,12,10,Kyle Broflovski,This is awesome!
70,12,10,Stan Marsh,"Ya see, Craig? [another band starts up nearby and Stan steps forward for a better look. The boys look to their right]"
71,12,10,Eric Cartman,Hey! Heyheyheyheyhey! [leads the other boys to the competing band]
72,12,10,Stan Marsh,"Hey, you guys can't play here. We were here first. [the other band ignores them and continues playing]"
73,12,10,Eric Cartman,No trabajar aqui! Vaya! No pleya la musica en la promenade! No es bueno!
74,12,10,Stan Marsh,"This is our Peruvian flute band's turf, you got that?! [the other band looks at them for a few seconds, then resumes its music, its members grinning.]"
75,12,10,Kyle Broflovski,God damn it!
76,12,10,Eric Cartman,No! No es bueno! [grabs the siku and throws it away. The band stops playing. The siku player looks at his empty hands and goes after the siku]
77,12,10,Stan Marsh,"Come on, guys. [the boys return to their spot and start playing again, but another band begins to play off to their left]"
78,12,10,Stan Marsh,Jesus Christ!
79,12,10,Eric Cartman,"No, no es bueno! No trabajar aqui!"
80,12,10,Michael Chertoff,"Ladies and gentlemen, our nation and our world is facing an economic and ecological crisis of disastrous proportions. I'm talking of course about Peruvian flute bands. [the audience members begin to talk amongst themselves. Chertoff activates the screen behind him, and a world map appears onscreen.] The red dots indicate where the highest concentrations of Peruvian flute bands are. All over the world, wherever there are tourists or shoppers, there are now, on average, 65 Peruvian flute bands per square kilometer. General?"
81,12,10,Chief Aide Davis,"[walks into view before the screen] France, Japan, and the northeastern United States are currently the hardest hit. Make no mistake: [sticks an index finger up] this is a pan flute epidemic."
82,12,10,Senator 1,A pan-demic?
83,12,10,Michael Chertoff,Three countries in Asia and seven in Europe have already asked for our help in getting rid of their Peruvian flute bands. We will need every resource available to see this through.
84,12,10,Senator 2,"Excuse me, but... aid other countries?"
85,12,10,Michael Chertoff,Senator?
86,12,10,Senator 2,With all due respect we need to be dealing with our own pan flute bands! Let other countries fend for themselves!
87,12,10,Michael Chertoff,"[starting soft and with rising voice, he leaves the podium and faces the senator] You heartless bastard! This country was founded on beliefs in freedom and integrity! And we will not sit back and do nothing while less fortunate countries are ravaged by Peruvian flute bands! Is that clear?! [the senator collapses back into his seat and begins to cry and Chertoff returns to the podium] As director of Homeland Security, I am taking control of the military until the crisis is contained."
88,12,10,Paratrooper,"Go, go! [all kinds of law enforcement and military vehicles rush in and surround the mall. Hazmat officers pour out of a Hazmat truck. Inside, the boys now play ""Three Blind Mice"". A woman stops by and buys a CD. The boys hear some commotion and look over: military troops surround the second band and subdue it]"
89,12,10,Eric Cartman,"Ha! [sticks his right middle finger up] Serves you right, assholes! [behind them the third band is subdued]"
90,12,10,Soldier 1,One more over here! [the boys are surrounded and subdued]
91,12,10,Soldier 2,Let's go! Get 'em out!
92,12,10,Soldier 3,"Clear out, move! This is a Homeland Security operation, people, let's go!"
93,12,10,Stan Marsh,"Hey, back off!"
94,12,10,Soldier 3,"Make sure all pan flute music CDs are contained! [Hazmat officers collect the CDs slowly, gingerly]"
95,12,10,Randy Marsh,"There's Sharon and Shelly. They're watching some television. Wave to the camera, Shelly. [neither female responds to him] What are you watching, guys?"
96,12,10,Sharon Marsh,[irritated] The news.
97,12,10,Randy Marsh,[draws even closer to her] Huh?
98,12,10,Sharon Marsh,[irritated] We're watching the news.
99,12,10,Randy Marsh,"[turns the camera towards the TV] That's the TV in our living room, still showing commercials right now. [moves around to Shelly's side] What do you think about the television, Shelly? [Shelly remains quiet as Randy glances at the TV] Oh, the news is starting! [starts taking video of that]"
100,12,10,Anchorman Tom,"The government efforts to stop the Peruvian flute band crisis are now in their third day. [Times Square in New York is shown, with more bands being arrested] In cities all over the world [a shot of St. Louis] flute bands have been removed and quarantined. [a shot of Seattle] But more may still be out there. Homeland Security's requesting that [a graphic appears that says pretty much the following] if you see a Peruvian flute band, do not approach it. Mark down the flute band's location, and do not, under any circumstances, buy their CDs. [the reporter reappears onscreen] The flute bands that have been contained are being taken to a quarantined area in Miami."
101,12,10,Stan Marsh,"Eh-excuse us. Hello? [spots a soldier in one of the watchtowers] Uh excuse me. Sir? Sir, there's been a misunderstanding. Can, can I talk to you for a minute?"
102,12,10,Kyle Broflovski,"Sir? Sir, can we talk to you for just a second?"
103,12,10,Guard,Get back! I'm not buying any of your damned CDs!
104,12,10,Stan Marsh,"No. Sir, there's been a biiig misunderstanding. We actually aren't a Peruvian-"
105,12,10,Guard,"I said I'm not buying any God damned CDs today, you got that?! I'm sick of it!"
106,12,10,A Musician,[walks into view] Señor? Comprar CD la musica? [the soldier kills him with a few blasts from his automatic rifle]
107,12,10,Kenny McCormick,"(Jesus Christ, he fucking shot that guy!)"
108,12,10,Craig Tucker,"""Hey, Craig. You know that money your grandma gave you for your birthday? How would you like to invest in a Peruvian flute band? You can double your money in one afternoon. Come on, Craig, don't be an asshole."" [some alarms go off for a few seconds, then fall silent as Chertoff appears above the crowd with a blond translator to his left]"
109,12,10,Michael Chertoff,Attention Peruvian flute bands:
110,12,10,"Thompson, the Translator",Atencione bandas de flauta Perú.
111,12,10,Michael Chertoff,We appreciate your cooperation and patience.
112,12,10,"Thompson, the Translator",Cooperacion y peciencia es apreciado.
113,12,10,Michael Chertoff,Tomorrow you will be boarding ships...
114,12,10,"Thompson, the Translator",Mañana sera el embarque de barcos...
115,12,10,Michael Chertoff,...which will take you to Guantanamo Bay.
116,12,10,"Thompson, the Translator",...que la lleva a viajar Guantanimo.
117,12,10,Michael Chertoff,There you will spend the rest of your lives.
118,12,10,"Thompson, the Translator",Donde pasar el resto de sus vidas. Gracias! [they turn and head inside. The Peruvian flute bands break up behind the boys and head back to their business]
