,season,episode,character,line
0,12,13,Eric Cartman,"Hahahahaha, look at Kenny's lunch, a baloney sandwich and water! Hahaha, Goddamn your family's poor, dude. [Kenny indeed has a plain bologna sandwich and a glass of water.]"
1,12,13,Butters Stotch,"Hey, you fellas wanna go see High School Musical 3 tonight? Bunch of kids from school are gonna see it again."
2,12,13,Kyle Broflovski,What's High School Musical 3?
3,12,13,Clyde Donovan,"You know, the sequel to High School Musical 1 and 2."
4,12,13,Stan Marsh,What's High School Musical 1 and 2?
5,12,13,Eric Cartman,There's not- there's not even condiments on his baloney sandwich!
6,12,13,Jason White,"What's High School Musical 1 and... Dude, it's only the most popular thing with kids in our age group!"
7,12,13,Jimmy Valmer,Yeah. Where the hell have you guys ...been?
8,12,13,Craig Tucker,Peru.
9,12,13,Bebe Stevens,"And then I saw High School Musical 3 again on Friday, and guess who was there? Bridon Gueermo."
10,12,13,Millie Larsen,Bridon Gueermo? Oh he's such a dream!
11,12,13,Red,"I'd give anything to be with Bridon Gueermo, but he'd never go for me. I'm nobody."
12,12,13,Wendy Testaburger,"That's not true, Red. Everyone has something that makes them unique. [stands on the bench in place]

Everyone is special in their own way.
Move to the beat and let your spirit out! [the girls begin to snap their fingers]"
13,12,13,Bebe Stevens,"As long as we've got each other, we'll never have any trouble."
14,12,13,Girls Table,"That's what bein' friends is about.
[Cue full instrumentation]
(Oh ye-ah)
[the girls stand on the benches and face the boys]
Everyone is special in their own way, and we'll always be together as one."
15,12,13,Eric Cartman,[puzzled] What the hell are they doing?
16,12,13,Girls Table,- Together as one -
17,12,13,Stan Marsh,I have no idea. [the other boys turn in their seats to get a better view]
18,12,13,Girls Table,"As long as we stick together, together we'll stay.
And every kid in school is special in their own way."
19,12,13,Eric Cartman,"Dude, girls are such fags. [suddenly, Clyde, Craig, Jimmy, Token, and Jason leave the table and join the girls]"
20,12,13,Kids,"Oh yeah, oh yeah!"
21,12,13,Boys,[Dancing] Boys... are special in their own way.
22,12,13,Girls,[Dancing] Girls... are special like a birthday.
23,12,13,Kids,We'll always be dancin' and singin' aloud. Ahh-ahh-ahh-ahh!
24,12,13,Heidi Turner,"Here he comes. [the boys make way for a new boy, Bridon Gueermo, who dances towards the camera]"
25,12,13,Bridon Gueermo,"I like havin' fun in the hot summer sun (wooo!)
An' groovin' to the beat when my homework is all done. (yeah!)
If you ask me what I know, then you know what I will say?
That every single body is special in their own way."
26,12,13,Stan Marsh,[while the boy is singing] Who the hell is that?
27,12,13,Butters Stotch,"Why, that's Bridon Gueermo. He's just a third grader, but he can sing and dance better than anybody."
28,12,13,Bebe Stevens,"[swooning, walks over to the boys] He's already seen High School Musical 3 over a hundred times."
29,12,13,Kids,Everyone is special in their own way
30,12,13,Bridon Gueermo,Special in their own way!
31,12,13,Kids,Move to the beat and let your spirit out!
32,12,13,Bridon Gueermo,Let it out! Party people!
33,12,13,Kids,"As long as we have each other, we'll never have any trouble.
That's what bein' friends is about."
34,12,13,Kyle Broflovski,Are we the only ones here who are completely confused?
35,12,13,Stan Marsh,"Yeah, I guess we'd better check that movie out..."
