,season,episode,character,line
0,5,2,Randy Marsh,"Well, you boys must be pretty excited: Your first night of Scouts."
1,5,2,Stan Marsh,"It's gonna suck. There's gonna be like, new kids there we don't know."
2,5,2,Kenny McCormick,(Yeah.)
3,5,2,Stuart McCormick,"Well, now, that's part of the fun."
4,5,2,Randy Marsh,Yeah. Both Kenny's dad and I were in Scouts for years.
5,5,2,Stan Marsh,"Was your dad in Scouts, Cartman? Oh yeah, you don't have a dad. [all but Cartman laugh]"
6,5,2,Eric Cartman,That's not funny! Jesus Christ!
7,5,2,Stan Marsh,"[calling to the back] Are you excited for your first night of Scouts, Timmy??"
8,5,2,Timmy Burch,Hyeah Timmay!
9,5,2,Eric Cartman,"Yeah, he's excited."
10,5,2,Butters Stotch,"Hey, fellas!"
11,5,2,Eric Cartman,"[flatly] Hey, Butters."
12,5,2,Butters Stotch,"Boy, am I glad to see you guys! There's lots of kids here from other schools, and I don't know anybody."
13,5,2,Randy Marsh,"Alright, boys, we're gonna head to the bar. We'll be back to pick you up at nine."
14,5,2,Stuart McCormick,You boys just make sure to obey the scout leader now. He's the man in charge.
15,5,2,Big Gay Al,[suddenly steps in] Hello scouts!
16,5,2,Stan Marsh,"Hey, it's Big Gay Al!"
17,5,2,Big Gay Al,"Hello, Stanley. I was happy to see you and your little friends' names on the list!"
18,5,2,Timmy Burch,Timmay!
19,5,2,Randy Marsh,You're the new scout leader?
20,5,2,Big Gay Al,"[walks around the boys and stops behind the dads, hugging them] I just got transferred in. [lets go of the dads and moves further into the room] I think everyone's here now, so we can get started. [stops] Come on, Scouts. We've got work to do! [moves again]"
21,5,2,Boys,"Hooray! [they start moving, too]"
22,5,2,Stan Marsh,"See ya, Dad!"
23,5,2,Big Gay Al,"Hey, are you parents gonna stand there all night? This meeting is for scouts only, you silly gooses. [Randy and Stuart look on a bit longer, then turn around and walk out. Close-up on the table reveals four older scouts, two on either side of Big Gay Al] Now, before we get started, scouts, I want to introduce you to someone very special here tonight. He's a brave little boy with disabilities who proves just by being here that Scouts are for everyone!"
24,5,2,Timmy Burch,[happily] Timmay!
25,5,2,Big Gay Al,So let's all give a big round of applause to little... Jimmy! [points to his right. Jimmy walks up using his crutches.]
26,5,2,Jimmy Valmer,Well hello everyone. [applause]
27,5,2,Timmy Burch,Ji- Jimmay?
28,5,2,Stuart McCormick,"Look! I'm not saying the new scout leader's a bad person, I just don't think he should be a scout leader!"
29,5,2,Randy Marsh,He got to where he is by being a good scout; maybe we should just leave him alone.
30,5,2,Stephen,Well how gay is he?
31,5,2,Stuart McCormick,"He's really, really gay."
32,5,2,Token s father,"Well then, I don't want my boy there, either. [more argument ensues]"
33,5,2,Randy Marsh,So he's a homosexual. So what?
34,5,2,Stuart McCormick,"I have nothing against homosexuals either, Randy, but the big camping trip is next week! Are you sayin' you're fine with this guy campin' overnight, alone, with our boys??"
35,5,2,Skeeter,"You know, boys emulate authority figures. Even if it doesn't turn them gay, they could end up all talk and all fem' and prancin' around like girls. [more argument]"
36,5,2,Randy Marsh,"Aw, that's ridiculous."
37,5,2,Priest Maxi,"[walks in] People, people, please! You're forgetting that homosexuality is a choice! As many of you know, I, myself, went through a... homosexual... phase. But the light of Christ showed me how to change. Just give me two hours with this man, and I can convert him back."
38,5,2,Man,"[voice only] That's what you said about Peterson, and then you ended up having sex with him!"
39,5,2,Man 2,[voice only] That's right.
40,5,2,Man 3,[voice only] You did.
41,5,2,Big Gay Al,"And so that's how to make banana-nut muffins. And now, as a very special treat, our very special friend Jimmy is going to do what he loves most: Motivational standup comedy. [Jimmy walks into view] Let's give him a big hand. [applause]"
42,5,2,Jimmy Valmer,"Wow, what a great audience. [applause dies down] Well, just in case you were wondering, I do have a disability. I am totally happy with the way I was born, very much. I travel to different states and talk to kids about being proud of what they are. My mom says that God has a p-plan for everyone. I guess I was plan B. [the other kids laugh] You guys like im- personations? [applause]"
43,5,2,Timmy Burch,[displeased] Timmy.
44,5,2,Jimmy Valmer,"How about Jimmy Stewart? ""Merry Christmas, movie house."" And John Travolta. ""Oh my God, Mr. Kotter! Mr. Kotter, oh, oh my God, Mr. Kotter!"""
45,5,2,Stan Marsh,"Jimmy's funny, dude."
46,5,2,Butters Stotch,"Yeah, well, he's the coolest kid with disabilities in the world!"
47,5,2,Timmy Burch,[gets angry and crosses his arms] Hmph! [the doors open and in walk Randy and Stuart]
48,5,2,Stuart McCormick,"Uh, Kenny, it's nine o'clock."
49,5,2,Randy Marsh,"Come on, Stanley."
50,5,2,Big Gay Al,"Oops, guess we're out of time, kids. Now remember, tomorrow you all have bake sales in your respective neighborhoods to raise money. We'll meet back here next Tuesday, and see who raised the most. Good luck."
51,5,2,Stan Marsh,"Hey, I have a great idea! Why don't we see if Jimmy wants to come be in our Scout club?"
52,5,2,Eric Cartman,"Hey, yeah!"
53,5,2,Timmy Burch,[brushing off the idea] Timmuh Timmy Timmy Timmy. [camera pulls back to show Jimmy walking up]
54,5,2,Stan Marsh,"Hey Jimmy, do you wanna join our bake sale in South Park tomorrow?"
55,5,2,Jimmy Valmer,"Gee, sure, that'd be great! Thanks, fellas."
56,5,2,Randy Marsh,"[the other scouts leave] Come on, Stan."
57,5,2,Stan Marsh,"Bye, Big Gay Al. We had a great time."
58,5,2,Kenny McCormick,"(Yeah, see ya.)"
59,5,2,Stan Marsh,"Bye, Jimmy."
60,5,2,Eric Cartman,"Bye, Jimmy."
61,5,2,Jimmy Valmer,"See ya tomorrow at the bake sale, fellas."
62,5,2,Stan Marsh,"You were right, Dad. Scouts is awesome!"
63,5,2,Kenny McCormick,(Yeah!)
64,5,2,Stan Marsh,"We told ghost stories, a-and learned how to make a tornado in a glass bottle!"
65,5,2,Eric Cartman,"Yeah, we learned how to make cakes and muffins for our bake sale."
66,5,2,Stan Marsh,"And best of all, we met this kid named Jimmy. He's disabled, but he doesn't let it ruin his life! He's awesome!"
67,5,2,Timmy Burch,"[outside, visibly upset] Yahahah!!!"
68,5,2,Eric Cartman,"Yeah, we're gonna use him to help raise money in our bake sale."
69,5,2,Stan Marsh,"Cartman, don't say ""use him"", you big silly goose. [Randy bears down on the brakes, causing Timmy to roll backwards and into the back window]"
70,5,2,Timmy Burch,Ah.
71,5,2,Randy Marsh,[to Stan] What did you say?!
72,5,2,Stan Marsh,"[a bit softly, eyes fixed on his fater] I just... called Cartman a name- he's a, he's a silly goose."
73,5,2,Stuart McCormick,Uh huh!
74,5,2,Randy Marsh,"You do not say ""Big silly goose""! You call him an asshole like a normal kid!"
75,5,2,Stan Marsh,"Dad, I was just tryin' tuh-"
76,5,2,Randy Marsh,"Stanley, you call your friend an asshole this instant!"
77,5,2,Stan Marsh,[glances at Cartman] ...Asshole. [looks at Randy again]
78,5,2,Randy Marsh,That's better.
