,season,episode,character,line
0,10,5,Waiter Chris,"Hi, welcome to P.F Chang's. How spicy would you like me to make your Chang sauce?"
1,10,5,Head Waiter,"Chris, the people at Table 3 need their check."
2,10,5,Waiter Chris,[whispers] I know. I'm swamped. I've got no help here!
3,10,5,Head Waiter,Well what about the new waiter?
4,10,5,Waiter Chris,"The new waiter is useless. And, I think he's high."
5,10,5,Towelie,"[at another table, mixing sauce...] How spicy would you like your Chang sauce?"
6,10,5,Male Diner,"Will you just place our order, please?"
7,10,5,Towelie,"Oh man, I have no idea what's goin' on."
8,10,5,Head Waiter,Everything okay here?
9,10,5,Male Diner,"Fine, except this towel has been mixing Chang sauce for fifteen minutes. He's clueless!"
10,10,5,Towelie,Don't call me shoeless! You're shoeless!
11,10,5,Male Diner,Yeah? Well you're a towel!
12,10,5,Towelie,You're a towel!
13,10,5,Head Waiter,"All right, that's it! Get out of here! You're fired!"
14,10,5,Towelie,Yeah!
15,10,5,Head Waiter,"Not him, you!"
16,10,5,Towelie,Awww.
17,10,5,Towelie,"Aw man, I really screwed up this time. The rent's due at the end of the month, and I don't have any money. I need to shape up and find a new job, quick. [stops] But first, maybe I'll get a little high. [pulls out a lighter and joint, and lights up. His eyes change color from white to pink] Wait. Here it goes. Good ideas comin'. Yeah. Hey yeah! I should become a writer! If I just write a book about my life, I can get it published and then make plenty of money to pay rent."
18,10,5,Towelie,"A MILLION LITTLE FIBERS
By
Toweleeeie

This is a really good idea..."
19,10,5,Publisher 1,"Aha. Mmm. Yes. Yes, I see. Well, that's quite a fascinating story, you being engineered as a towel with a computer chip that determines dryness."
20,10,5,Towelie,Yep! And it's all true.
21,10,5,Publisher 1,"Chapters 4 through 8, however, seem to all be about Doritos Brand Corn Chips."
22,10,5,Towelie,I guess I could edit those chapters down some.
23,10,5,Publisher 1,"Don't bother. I'm sorry to tell you this, sir, but nobody's ever going to publish your memoirs."
24,10,5,Towelie,Huh? Why not?
25,10,5,Publisher 1,"Well, just the small trivial fact that... people aren't interested in autobiographies of towels."
26,10,5,Towelie,"Wull yeah, but, maybe people will read my memoirs and like, apply its lessons to their own lives."
27,10,5,Publisher 1,No. They won't. Because they're people. And you're a towel.
28,10,5,Towelie,You're a towel!
29,10,5,Publisher 1,No. I'm a big book publisher who's not the least bit interested in your stony memoirs. You're a towel.
30,10,5,Towelie,"Now what am I gonna do? I gotta pay rent and I just wasted three weeks writin' my memoirs. It's time for me to stop bein' so irresponsible. I've gotta shape up, focus, an' come up with real solutions to my problems. [pulls out his joint and lighter again] I'd better get a little high. [strikes the flint once, but doesn't light the joint] Oh, maybe I shouldn't."
31,10,5,Joint,"But you have to think of somethin' fast, an' gettin' high makes you smart."
32,10,5,Towelie,"All right, I'll just use my special gettin'-high powers one more time. [lights the joint and sucks some fumes in. His eyes turn pink again] Hey. Hey, wait a minute. Of course! That's it! Why didn't I think of it before? [grins a small grin]"
33,10,5,Towelie,"[in the stacks of a library, he proof-reads] All my life I've been a pretty irresponsible towel. [crosses out ""towel"" and writes] person. I thought I was somehow stronger and more immune than other towels. [crosses out ""towels"" and writes] people. [the next sentence reads ""But as I pursued my derelict...""] This is a really good idea."
34,10,5,Publisher 2,"Ogh. Oh my God. Uh I could not believe a human being has led this kind of life, Mr...!"
35,10,5,Towelie,[wears a small fedora and fake mustache] McTowelie. Steven McTowelie.
36,10,5,Publisher 2,"It's heartbreaking passages like this one: ""I am a person who often gets hung out to dry by all those around me."" I know this company would be honored to publish this book. I just have one small question first. You're not... a towel, are you?"
37,10,5,Towelie,"...No. If I was a towel, why would I be wearin' this hat, an' this fake mustache?"
38,10,5,Publisher 2,"Right, I'm sorry. [rises] Well Steveen, if it's all right with you, I'm gonna to get our agents and lawyers on the phone right now. We're in business, sir."
39,10,5,Towelie,[quite pleased] All right!
40,10,5,Oprah Winfrey,"Thank you so much. [the applause dies down] Once in a while I come across a book that is sooo honest and sooo moving that it changes my life. [holds up a book] ""A Million Little Fibers"" is the true story about a man who was born in a laboratory. Please welcome author Stevem McTowelie! [she fairly sings his last name. Towelie comes out to cheers from the audience and climbs onto the sofa with some difficulty] Steven, when I read your book, I thought to myself, ""How can a human being go through all this and still turn out okay?"""
41,10,5,Towelie,"Well, I guess I'm just an extra-special tow- [stops himself] person."
42,10,5,Oprah Winfrey,"You talk in your book how you would sometimes have to spend days hung up on a rack. What would that do to you emotionally? You have been through... so much, [the camera pans down to her crotch] and I think that people all over America could benefit..."
43,10,5,Her crotch,"[in one UK accent] Oh God, there she goes again, babblin' about people's lives and carryin' on. She hasn't paid any attention to me in years!"
44,10,5,Oprah Winfrey,...a life that kept getting up whenever it was down...
45,10,5,Her crotch,"Nobody knows what it's like to be Oprah's minge. All she does is work, never gives her ol' minge a nice rub now and again. A minge needs attention! At least a scratch once in a while!"
46,10,5,Oprah Winfrey,"Well Steven, your book hasn't sold a lot of copies yet, but I have some pretty exciting news for you!"
47,10,5,"Mingie and Gary, Oprah's private parts.","Used to be a time when Oprah would play with me night and day. She'd pet me for hours usin' every finger. Now I just sit here, in the dark, not even so much as a pinky! I should write a book! Be much more depressin' than his!"
48,10,5,Oprah Winfrey,"And so, Steven, I'm making your book my official Book of the Month selection! [sing-song ending]"
49,10,5,Towelie,Really? [the audience cheers] Wow. I'm gonna get super-rich now.
50,10,5,Oprah Winfrey,"[talking to her programming people] Uh huh, okay. Well listen, maybe we can get her in as a guest on the 19th. All right, is John Travolta available to be a guest the week after that? Okay, that might work better since it's Sweeps Week."
51,10,5,"Mingie and Gary, Oprah's private parts.","Can't take it anymore. All she ever does is work work work, never pays attention to the ol' minge. I'm always trapped in these stuffy pantsuits. I want attention! I'm bloody bored!"
52,10,5,A voice,[in a different UK accent] Oh stop your complainin'! I'm tryin' to sleep back here.
53,10,5,"Mingie and Gary, Oprah's private parts.","Ay, 'oo's that? Is that you, Gary?"
54,10,5,Gary,Yes it's me. You think you've go' it bad? Oprah hasn't paid any attention to me in years.
55,10,5,"Mingie and Gary, Oprah's private parts.","Oh, what do you care? You're just an asshole. I'm a minge! Minges need stimulation."
56,10,5,Gary,"Assholes need stimulation too, you bastard! I want to travel. I want to see Paris. I thought lamp was goin' to get better, but Oprah's always busy. Werkin' and werkin', diyatin' and not diyatin'. I need a pukin' up mounds of chocolate cake or teaspoons of weedgrass."
57,10,5,"Mingie and Gary, Oprah's private parts.",She's a workaholic. Let's face it: the only way we're ever goin' tuh get any attention is if Oprah doesn't work anymore.
58,10,5,Gary,Well that'll never happen.
59,10,5,"Mingie and Gary, Oprah's private parts.",Not unless she gets fired.
60,10,5,Gary,"[wonders] Fired... You got a plan, Mingie?"
61,10,5,"Mingie and Gary, Oprah's private parts.","That bloke on the show today, the one Oprah supported. 'E isn't a bloke at all. 'E's a towel."
62,10,5,Gary,Ooo. How d'you know?
