,season,episode,character,line
0,6,1,Eric Cartman,"[dialing] Shu- shut up you guys, shut up you guys. [the boys quiet down and cover their mouths as the call goes through to City Wok, a Chinese restaurant.]"
1,6,1,Tuong Lu Kim,"Herro, Shitty Wok, take your order prease."
2,6,1,Eric Cartman,"[the boys giggle] Hello, is this City Wok?"
3,6,1,Tuong Lu Kim,"Yes, this Shitty Wok."
4,6,1,Eric Cartman,"[the boys giggle harder] Uh, yes, we'd like one order of the City Beef."
5,6,1,Tuong Lu Kim,[writing] Shitty Beef...
6,6,1,Kyle Broflovski,"Aha, and I'll have the City Chicken."
7,6,1,Tuong Lu Kim,[writing] Shitty Chicken... [the boys roar with laughter. Cartman rolls back on the sofa]
8,6,1,Stan Marsh,"Oh, dude, look! [the others look up and the phone falls off Cartman's lap to the floor] It's that commercial with the guy that lost 400 pounds eating at Subway Sandwiches!"
9,6,1,Subway Singer,"He's still lookin' good!
[a man appears eating a footlong subway sandwich. The name ""JARED VOGLE"" appears on the screen near the bottom]
His name is Jared
[he struts down a sidewalk. ""LOST 262 LBS."" appears on the screen]
His name is Jared and he likes to eat the sandwiches...
[a side shot of Jared walking smoothly behind a white picket fence in Downtown, then of slices of a party sub, then of the first sandwich]"
10,6,1,Butters Stotch,"Uh, hey, fellas."
11,6,1,Stan Marsh,Hey Kenny
12,6,1,Butters Stotch,"[upset] Now gosh darnit, my name's not Kenny! Kenny's dead, and you're all gonna have to learn to deal with it!"
13,6,1,Kyle Broflovski,"Okay, Not-Kenny."
14,6,1,Commercial Announcer,"Hey South Park! [camera switches to the TV. Jared is shown munching away on a sub sandwich behind splash bubbles saying ""JARED LIVE"" ""FREE SUBS"" and ""LOSE WEIGHT"" and ""MEET JARED"" ""SOUTH PARK, COLORADO""] You can meet Jared IN PERSON March 6 at the Kenny McCormick Memorial Town Square!"
15,6,1,Butters Stotch,"[excited] Woh, boy! Jared's comin' to town!"
16,6,1,Kyle Broflovski,Dude! That's today!
17,6,1,Stan Marsh,"We've gotta get down there! Come on, Not-Kenny! [Stan and Kyle hop off the sofa and head for the front door]"
18,6,1,Butters Stotch,"[angered] Now gosh darnit, my name's not Not-Kenny!"
19,6,1,Eric Cartman,"[hops off and follows Stan and Kyle] Okay, come on, Not-Not-Kenny."
20,6,1,Butters Stotch,Wo-ah I'm getting steamed now. [follows the other three. The phone remains on the floor]
21,6,1,Tuong Lu Kim,"[the receiver rattles with his voice] Hello! City Wok! City Wok, I take your order prease!"
22,6,1,Kyle Broflovski,Excuse me? Could we get through here?
