,season,episode,character,line
0,9,6,Stan Marsh,"[impatiently tapping the table] Dude, where is she? We can't wait."
1,9,6,Kyle Broflovski,"God, this is gonna be sooo yummy."
2,9,6,Eric Cartman,"Stan, you said your mom was bringing Kentucky Fried Chicken home for dinner! Now is she or isn't she?!"
3,9,6,Sharon Marsh,Hi boys.
4,9,6,Stan Marsh,Mom!
5,9,6,Kyle Broflovski,She's here!
6,9,6,Eric Cartman,She's got Colonel!
7,9,6,Kyle Broflovski,I want some!
8,9,6,Eric Cartman,Oh boy!
9,9,6,Stan Marsh,[twirling around] I want a breast!
10,9,6,Eric Cartman,"Some extra-crispy thighs, extra crispy?"
11,9,6,Sharon Marsh,"Uuh uh uh, not so fast. You boys can help bring in the other groceries in the car, then have your chicken."
12,9,6,The Boys,Awww!
13,9,6,Stan Marsh,"But Mom, we've been waiting for hours!"
14,9,6,Sharon Marsh,It won't take a minute.
15,9,6,Eric Cartman,"Come on guys. If we all help out, we can do it super-fast."
16,9,6,Stan Marsh,All right.
17,9,6,Kyle Broflovski,"[firmly] Let's go. Oh my God, that smells good. [Cartman stays behind and quickly sits back down. As the other boys head out of the kitchen, Cartman rips the skins off the chicken pieces and wolfs them down. Sharon and the other boys return with the groceries.]"
18,9,6,Stan Marsh,"Okay, this is everything, mom. [the boys return to their seats]"
19,9,6,Kyle Broflovski,"All right, let's eat Colonel! [Cartman leaves as the others sit]"
20,9,6,Stan Marsh,"Oh, boy! [they see the denuded chicken pieces. Stan looks at Cartman in anger] Cartman, you ate the skin off of EVERY PIECE OF CHICKEN!"
21,9,6,Eric Cartman,"[turns around] Well, I saved you all the chicken part. [quiet burp]"
22,9,6,Kyle Broflovski,The skin's the best part...
23,9,6,Eric Cartman,"[puts on his jacket] Well, I gotta go home, guys. I'm gonna sit on the toilet and read comic books. See you at the bus stop tomorrow. [he leaves the kitchen. The boys are puzzled as to what to do about it. Burying his head in his arms, Kenny sobs]"
24,9,6,Stan Marsh,I can't believe that fat asshole!
25,9,6,Kyle Broflovski,You can't believe it?? He does this shit all the time!
26,9,6,Stan Marsh,Well this time he's gone too far!
27,9,6,Kenny McCormick,"(Yeah, fuck him!)"
28,9,6,Stan Marsh,"Why do we even hang out with him, anyway?"
29,9,6,Kyle Broflovski,Hello?? I've been saying this for years!
30,9,6,Stan Marsh,"Well it's not like we're nice to him. I mean, we rip on him all the time!"
31,9,6,Kyle Broflovski,"Yes, but he thrives on that."
32,9,6,Stan Marsh,"All right. Then let's just ignore him. From now on, let's not talk to him, let's not even acknowledge him."
33,9,6,Kenny McCormick,(Fuck yeah!)
34,9,6,Kyle Broflovski,That sounds great!
35,9,6,Eric Cartman,"[arriving] Hey fags, what's going on? [no one says a word] Dude, I was on the toilet all night from that chicken. I thought I was gonna die. [silence]"
36,9,6,Kyle Broflovski,Do any of you guys have milk money I can borrow?
37,9,6,Stan Marsh,I think I have extra.
38,9,6,Eric Cartman,"Oh wow, a Jew asking for money! There's a new one. [Stan fishes around for some money in his pockets, walks over a bit, and gives it to Kyle] Yuh, you guys know why Jews have glassy eyes?"
39,9,6,Stan Marsh,Here you go.
40,9,6,Kyle Broflovski,Thanks. [Stan returns to his post next to Kenny]
41,9,6,Eric Cartman,"Dude, Stan, yuh you know why Jews have glassy eyes? Like Kyle? [neither of them says a thing] Eh. K-Kenny, you see that chick on the news that had her left titty cut off? [chuckles. Kenny scratches his right side a bit] Kenny? Kenny?? [the bus pulls up and opens the door. The boys head inside. Stan enters first] Stan? Stan, it's me, Eric! [Kenny enters next] Eh... Kenny. Kenny, you want fifty cents? [Kyle enters last] Dude, look at me, Kyle, I'm right here! [Seeing no reaction, Cartman is stunned. The door closes and the bus pulls away] Wha...? How did...? Like they couldn't see or hear me. It's almost as if I were... [close-up] dead. [dramatic music] No. No, I can't be dead. [runs off] I can't be dead!!"
42,9,6,Black Plumber,"All right, ma'am. We've got your new toilet installed and we'll haul away the old one away for ya."
43,9,6,Liane Cartman,"Oh, you've been so helpful, I uh, just don't know how to thank you."
