,season,episode,character,line
0,3,3,Eric Cartman,"Mom, please can we just leave?"
1,3,3,Liane Cartman,"You have to see the eye doctor, Eric."
2,3,3,Eric Cartman,But I hate the eye doctor. He always makes fun of me for being fat.
3,3,3,Liane Cartman,"You're not fat, you're big-boned."
4,3,3,Eric Cartman,"That's what I told him, but he doesn't listen to reason."
5,3,3,Doctor s assistant,"[at the door, flatly] Eric Cartman. [a poster behind her looks like her]"
6,3,3,Eric Cartman,[enters the examination room] Weak. [the assistant follows him in to close the door.]
7,3,3,Optometrist,"Hello, Eric."
8,3,3,Eric Cartman,"[resigned] Hi, Doctor Lout."
9,3,3,Dr Lott,How's my little piggy today?
10,3,3,Eric Cartman,[points his finger at him] Ey! Don't call me a little piggy!
11,3,3,Dr Lott,I just say that because you're my little buddy.
12,3,3,Eric Cartman,"I'm just here for an eye exam, all right?! Keep the fat jokes to yourself!"
13,3,3,Dr Lott,Hop up on the chair. [Cartman hops up] Don't break it now!
14,3,3,Eric Cartman,[turns around and sits] God damn it!
15,3,3,Dr Lott,Just kidding. Let's see how your eyes are doing. [lowering a refractor to Cartman's eyes] All you have to do is read the letters. Can you see the letters?
16,3,3,Eric Cartman,Yes.
17,3,3,Dr Lott,"All right, read them out for me."
18,3,3,Eric Cartman,I am a little piggy. Ey! [the optometrist laughs. Cartman stands up on the chair and pushes the refractor away.] That does it! Mom!
19,3,3,Dr Lott,"No no. That, that was just a weird coincidence. [voice fades as he removes the card from the refractor] I do not know how that happened. [reads the card] ""I am a little piggy."" Wow! What are the odds of that? [throws it away] All right, let's get down to business, shall we? [places the refractor back on Cartman's face.]"
20,3,3,Eric Cartman,Oh gee! That's a good idea! My mom isn't paying you to be a comedian!
21,3,3,Dr Lott,"[begins to calibrate] Hmm, let's see, which is better: one, or two? One, or two?"
22,3,3,Eric Cartman,They look exactly the same.
23,3,3,Dr Lott,Just pick one. Or two.
24,3,3,Eric Cartman,"I don't know, two!"
25,3,3,Dr Lott,"[flips between two women] Okay. One, or two? One, or two?"
26,3,3,Eric Cartman,"Uh, one."
27,3,3,Dr Lott,"[flips between an apple and a tall slice of chocolate cake] One, or two? One, or two?"
28,3,3,Eric Cartman,[chooses the cake] Two.
29,3,3,Dr Lott,"No! The answer is one, piggy! One! [hits Cartman through the refractor]"
30,3,3,Eric Cartman,Ow! I hate you!
31,3,3,Dr Lott,"[removes the refractor] Yes, there is obviously a problem with your eyes. I am gonna have to dilate them and run some tests."
32,3,3,Kyle Broflovski,I wonder how come Cartman's not in school today?
33,3,3,Stan Marsh,"Yeah. Usually when he ditches school, he still shows up for lunch."
34,3,3,Kenny McCormick,Maybe he took a dump and got sick. [the others laugh]
35,3,3,Kyle Broflovski,"Yeah. [sees Cartman] Oh, here he comes."
36,3,3,Eric Cartman,[with very dilated pupils] Hey dudes.
37,3,3,Stan Marsh,"[squints hard for a better look] Whoa, what happened to your eyes, Cartman? [Kyle blinks hard]"
38,3,3,Eric Cartman,My asshole eye doctor made them all dilevated.
39,3,3,Kyle Broflovski,Why?
40,3,3,Eric Cartman,"Why? I'll tell you why! Because he's a God-damned asshole, aaand, that's about it!"
41,3,3,Stan Marsh,Why do you have to see an eye doctor?
42,3,3,Eric Cartman,"Because my eyes suck. But that doctor likes to torture me and I have to go back tomorrow, and I don't know what I'm gonna do."
43,3,3,Kyle Broflovski,"Dude, just ask Chef for help. He always knows what to do."
44,3,3,Eric Cartman,"Hey, yeah! [The four enter the kitchen, but Cartman runs into the entrance and falls on his way in.] Ow!"
45,3,3,The Boys,Hey Chef!
46,3,3,Mr Derp,"[wearing a hairnet and cook's cap] Hello there, children."
47,3,3,Eric Cartman,"[rubs his eyes] Dude, my eyes are seriously screwed up. Chef looks like a skinny little white guy."
48,3,3,Mr Derp,It's time for lunch-e-roo.
49,3,3,Stan Marsh,Where's Chef?
50,3,3,Mr Derp,Chef quit.
51,3,3,The Boys,What?!
52,3,3,Mr Derp,"Chef is gone. So let my introduce myself. I'm your new cook, Mr. Derp. [ta-daaa!]"
53,3,3,Kyle Broflovski,Mr. Derp?
54,3,3,Mr Derp,"When I'm in the kitchen, you never know what nutty things are gonna happen. If you like Chef, you're gonna love Mr. Derp. [ta-daaa! Mr. Derp hits himself with a hammer and toddles] Ooo! Derp! [falls to the floor, then gets up] Derp! O-hoh wasn't that silly kids? [laughs, but the boys aren't impressed]"
55,3,3,Stan Marsh,Why did Chef quit?
56,3,3,Mr Derp,"Aren't I a great character? My antics go right to the funny bone. [takes out a tiny cannon and shoots himself with it. His face is full of gunpowder] Oh, I don't feel so good. [laughs] Derp!"
57,3,3,Stan Marsh,[after a moment of silence] Could you just hand us some food please?
58,3,3,Mr Derp,"Sure gang! I have yellow stuff or white stuff, huh. Derp!"
59,3,3,Eric Cartman,Can I have the yellow with a side of white?
60,3,3,Kyle Broflovski,Dude! I hate Mr. Derp!
61,3,3,Stan Marsh,"Yeah, we gotta talk to Chef after school and get him to come back."
62,3,3,Eric Cartman,"I don't know, you guys. That hammer thing was pretty funny. [chuckles]"
63,3,3,Kyle Broflovski,"[looks back] Shut up, Cartman!"
64,3,3,Eric Cartman,[runs into the door] Ow!
65,3,3,Chef,"[wrapped in a lavender towel, opens the door] Oh! Hello there, children!"
66,3,3,Stan Marsh,"Chef, what the hell are you doing? We almost starved to death at lunch today."
67,3,3,Chef,Oh! Didn't they tell you? I quit.
68,3,3,Kyle Broflovski,"Yeah, but we didn't believe them."
69,3,3,Chef,"Well, it's true."
70,3,3,Stan Marsh,But why? Why would you quit?
71,3,3,Chef,"Children, three nights ago I was at the library checking out some books on Kama Sutra when I met the most amazing woman ever. She knew so much about so many things. She really got me thinking. We eventually came back to my place and really hit it off."
72,3,3,Stan Marsh,So you made sweet love to her down by the fire.
73,3,3,Chef,"No no, we just sat there all night long and... taaalked."
74,3,3,Stan Marsh,Talked?!
75,3,3,Chef,"Yeah. She told me all about the powers of goddess, and how men have been oppressing women for years and viewing them as sexual objects, and I realized that I had done that myself."
76,3,3,Woman,[walks up and looks out] Oh! What darling little children.
77,3,3,Chef,"Here she is now. Children, meet my new girlfriend, Veronica."
78,3,3,Stan Marsh,"[ignoring that statement] That's nice. Look Chef, Cartman's got this eye doctor, see, and he- Girlfriend?!"
79,3,3,Chef,"Children, Veronica is moving in with me."
80,3,3,Kyle Broflovski,Moving in?!
81,3,3,Chef,I'm in love.
82,3,3,Boys,Love?!
83,3,3,Veronica,"Oh, you knight. [cuddles Chef]"
84,3,3,Stan Marsh,What the hell is going on?!
85,3,3,Chef,Veronica spent the whole day sharing her favorite poems with me.
86,3,3,Veronica,"[teasing] Sorry boys, looks like I'm stealing Chef away from you."
87,3,3,Kyle Broflovski,"But Chef always helps us with our problems. When we have a problem, Chef sings to us and makes it better."
88,3,3,Chef,"Well, I can still do that, children. In fact, Veronica can help me. She's a great singer, too."
89,3,3,Veronica,What's the problem?
90,3,3,Eric Cartman,"My eyes are going bad, but the only eye doctor in South Park is really, really mean."
