,season,episode,character,line
0,3,17,Announcer,"This Saturday, Pox presents the musical event of the new millennium! You all remember playing the recorder in elementary school! [a recorder resting on a book of sheet music is shown] Well, this Saturday in Oklahoma City [its skyline is shown], over 4 million third-grade students [a crowd of them is shown] from all over the country [a school bus full of students is shown] will gather in one place, and at the same time, play ""My Country 'Tis Of Thee"" on their recorders. [a girl is shown playing a white one] It's the largest third-grade recorder concert ever! [An elderly man instructs three students, one of them in a wheelchair] Special guest conductor Yoko Ono [pictured] and woodwind virtuoso Kenny G [pictured] will lead this fantastic event! This Saturday, at 11 Eastern / 10 Central. The world will be watching! [close-up of a small boy playing his recorder]"
1,3,17,Mr Garrison,"Okay children, we've still got some time to practice the song before we load up the bus and head out for Oklahoma."
2,3,17,Class,[groaning] Awww.
3,3,17,Mr Garrison,"Now, come on, there's gonna be over 4 million third-graders from all over the country there, and I wanna make sure South Park is the best! Okay?! [raises his baton] Recorders up. [the students set their recorders between their lips] And a-1 and a-2 and a- [the class begins to play the song. Some students play slow] ""...of liberty."" You're late! [the kids play faster, but are still off] ""...my father-"" What the hell was that?! [the students lower their recorders] God-damnit, I don't think you children have been working on your fingering!"
4,3,17,Eric Cartman,"That's not true, Mr. Garrison: Kyle was working on his fingering with his mom all night long."
5,3,17,Kyle Broflovski,"[Kenny laughs] Shut up, fatass!"
6,3,17,Eric Cartman,"Heh, heh. No, seriously. Kyle's mom says Kyle's getting really good at fingering, heh. [Kenny laughs so hard he falls off his seat]"
7,3,17,Mr Garrison,"Shut up, Eric! There's gonna be 4 million children playing this song at the same time on their recorders, and, so help me God, South Park Elementary is not gonna be the only ones that don't know the song! Try again! Recorders up. [the students set their recorders between their lips] And a-1 and a-2 and a- [the class begins to play the song. Mr. Garrison genuflects and bangs his head against his desk. Mr. Mackey walks in, looking at this behavior]"
8,3,17,Mr Mackey,"M'kay, that sounded great, kids. [Mr. Garrison looks up at him]"
9,3,17,Mr Garrison,"[rising] Sure, if you like the sound of a peacock getting its neck broken."
10,3,17,Mr Mackey,"M'kay, kids. Uh, we have some news. Uh, there's been a terrible flood in Oklahoma, m'kay? So the 4-million-recorder-children's event is being moved to Arkansas."
11,3,17,Mr Garrison,[close-up. He's suddenly scared] Arkansas?
12,3,17,Stan Marsh,What's Arkansas—is that a state?
13,3,17,Mr Mackey,"Eh, the trip shouldn't take any longer, but I'll hand out these updated contact sheets so that your parents will know where you are, m'kay? [hands them out. Craig reads his sheet.]"
14,3,17,Mr Garrison,"Mr. Mackey, can I talk to you for a second?"
15,3,17,Mr Mackey,M'kay. [joins Mr. Garrison aside]
16,3,17,Mr Garrison,"Mr. Mackey, um... I can't go to Arkansas. Somebody's gonna have to fill in for me."
17,3,17,Mr Mackey,What? We can't find anybody to fill in for you. Why can't you go to Arkansas?
18,3,17,Mr Garrison,[wistfully] Arkansas is where I grew up. My parents live there—my [stifles a sob] ...father still lives there.
19,3,17,Mr Mackey,"Well, don't you want to see them?"
20,3,17,Mr Garrison,I haven't seen my father for 23 years.
21,3,17,Mr Mackey,"Uh, perhaps you should sit down, Mr. Garrison, m'kay? [walks him over to a chair and sits him down] Mr. Garrison, I know this is very difficult, m'kay, but I must ask: is there a history of sexual abuse in your family?"
22,3,17,Mr Garrison,"...Some, yes. There was my uncle, Richard. He... he molested me."
23,3,17,Mr Mackey,When was that?
24,3,17,Mr Garrison,"Saturday. Last, last Saturday. He's a paraplegic, but it didn't—"
25,3,17,Mr Mackey,"M'kay, eh, and your father? He molested you when you were a boy? [Mr. Garrison begins to cry] Mr. Garrison, I think, when we get to Arkansas, you need to see your father. You need to face this demon in your closet, m'kay?"
26,3,17,Mr Garrison,"[turns away] Don't look at me! Uh, y'all go on your bastard trip and just- don't look at me! [hurries out of the classroom crying]"
27,3,17,Eric Cartman,That was pretty cool.
28,3,17,Mr Mackey,M'kay.
29,3,17,Eric Cartman,"[with recorder] Okay, how about this one, Kenny? [plays an A note]"
30,3,17,Kenny McCormick,(Uh-uh.)
31,3,17,Eric Cartman,No? How about this? [plays a G note]
32,3,17,Kenny McCormick,(Nope.)
33,3,17,Eric Cartman,"Hm, interesting. Let's see: how about this? [plays a Gb note. Kyle and Stan turn around on their seat]"
34,3,17,Kyle Broflovski,"Cartman, what the hell are you doing?"
35,3,17,Eric Cartman,"We're trying to find the brown noise—it's this one pitch, this certain frequency that makes people lose bowel control."
36,3,17,Stan Marsh,"What's ""lose bowel control?"""
37,3,17,Eric Cartman,That's a scientific term for crapping your pants.
38,3,17,Kyle Broflovski,"Oh, brother, here we go again. Cartman, there is not a sound frequency that makes people crap their pants!"
39,3,17,Eric Cartman,Yes there is! The French experimented with it in World War II!
40,3,17,Kyle Broflovski,Nuh-uh!
41,3,17,Eric Cartman,"How about this one, Kenny? [plays an F note]"
42,3,17,Kenny McCormick,(Nuh-uh.)
43,3,17,Kyle Broflovski,"There is no brown noise, fat boy!"
44,3,17,Eric Cartman,That's nice. When I find it I'll just make you crap yourself so you look like Karen Carpenter.
45,3,17,Stan Marsh,Who's Karen Carpenter?
46,3,17,Mr Garrison,"Aaaaaah! [apparently, he's seen a sign that reads: ""Arkansas 410 miles. Rest Stop 5 miles""] Huhh, ohh, [the students and Mr. Mackey look back.]"
47,3,17,Mr Mackey,"Mr. Garrison, are you alright?"
48,3,17,Mr Hat,Mr. Garrison isn't here right now.
49,3,17,Mr Mackey,"M'kay-Mr. Garrison, you're just having a hard time dealing with the memories of your father's sexual abuse, so you switch personalities to Mr. Hat, m'kay?"
50,3,17,Mr Hat,"Oh, good one, Sherlock! You figure that out all by yourself?!"
51,3,17,Mr Mackey,M'kay-I think the best thing for Mr. Garrison to do is to go see his father.
52,3,17,Mr Hat,"No! No, you moron! [Mr. Mackey gets annoyed] Mr. Garrison can't let the memories end! Just leave us alone!"
53,3,17,Mr Mackey,"M'kay! Mr. Hat, you need to let me talk to Mr. Garrison, m'kay?!"
54,3,17,Mr Hat,Why would he want to talk to a second-rate dopey-ass elementary-school psychologist?!
55,3,17,Mr Mackey,What did you say?!
56,3,17,Mr Hat,"You heard me, jackass! There's monkeys that make better counselors than you!"
57,3,17,Mr Mackey,"Why, you son of a bitch! [rips Mr. Hat from Mr. Garrison's hand and starts beating him up. Mr. Hat smacks Mr. Mackey down in front of Terrence, who looks aghast]"
58,3,17,Stan Marsh,Whoa! Mr. Mackey and Mr. Hat are fighting. [the other students turn to see the fight]
59,3,17,Mr Mackey,"I'm gonna kick your ass, m'kay?! [resumes fighting Mr. Hat]"
60,3,17,Students,[cheering] Yeah! Yeah! Yeah!
61,3,17,Ms Crabtree,BE QUIET BACK THERE!
62,3,17,Mr Mackey,"Yuh-NO! [panting, dirty and black-eyed, gets up and places Mr. Hat between Mr. Garrison's arms] You may have won this time, Mr. Hat."
63,3,17,Mr Mackey,"M'kay, I want everyone to stay together, m'kay? Nobody move!"
64,3,17,Concert Coordinator,"[a female with clipboard, walking up] School?"
65,3,17,Mr Mackey,Excuse me?
66,3,17,Concert Coordinator,What school are you from?
67,3,17,Mr Mackey,"Oh, uh we're from South Park, Colorado?"
68,3,17,Concert Coordinator,"Ssss, alright. South Park school, you go over there next to the kids from New York. [distracted by something away from the bus] Nono, don't put the Florida kids in the building! [moves away. The class walks past the New York children]"
69,3,17,Tough Guy 1,[sitting on the bus's front right fender] Ey! Look at the little Eskimos in their freakin' hats and gloves.
70,3,17,Tough Guy 2,"Yeah, huh? [they begin to snicker as the South Park kids look back]"
71,3,17,Tough Guy 1,"Whoa, look at this kid's coat. [Kenny's] Ey, kid. What's the matter—you a freakin' burn victim or somethin'? What? [the others laugh]"
72,3,17,Kyle Broflovski,"[aside, to Stan] Who the hell are these guys?"
73,3,17,Tough Guy 1,I didn't know they was invitin' rednecks to this event!
74,3,17,Stan Marsh,We're not rednecks!
75,3,17,Kyle Broflovski,"Yeah! That's Texas, butthole!"
76,3,17,Tough Guy 1,"Oh yeah? Well, you look like a bunch of queefs to me, huh?! [the other New Yorkers laugh]"
77,3,17,Eric Cartman,"[aside, to Stan, softly] Stan, what's a queef?"
78,3,17,Kyle Broflovski,Kenny?
79,3,17,Kenny McCormick,(I don't know!)
80,3,17,Tough Guy 1,"Oh, brother! You guys don't even know what a queef is, huh?!"
81,3,17,Eric Cartman,"Of course we know what a queef is, you queef!"
82,3,17,Black kid,"[wearing EKKO shirt] Oh yeah? Well, what is it, then?!"
83,3,17,Eric Cartman,Aaaa-
84,3,17,Stan Marsh,Why?! Don't you know?!
85,3,17,Tough Guy 1,Are all redneck queefs from Colorado as stupid as youse?!
86,3,17,Kyle Broflovski,"Alright, dickhole! [feedback is heard, and all look to the source]"
87,3,17,Concert Coordinator,"[on bullhorn] I need everyone's attention, please! We will now all be moving in an orderly fashion to our assigned hotels. Please follow your group leader to check in."
88,3,17,Tough Guy 1,"[as South Park leaves] Yeah see ya later, queefs! [at least Stan and Kyle are pissed off. They look angry as they look at each other]"
89,3,17,Kyle Broflovski,"Ungh, I can't find the word ""queef"" anywhere! [drops his book]"
90,3,17,Stan Marsh,[reading another book] Well keep looking! We gotta find out what it means before we see those New Yorker kids again!
91,3,17,Kyle Broflovski,"Well, let's try the dictionary. [picks it up] queasy, Quebec, queen quelch. No queef."
92,3,17,Stan Marsh,Damnit! [closes his book]
93,3,17,Eric Cartman,"[reading another book, jumps for joy] Hey, I found it, you guys! I found it!"
94,3,17,Stan Marsh,You did? [the other three gather around]
95,3,17,Kyle Broflovski,What's it mean?! What's it mean?!
96,3,17,Eric Cartman,"I told you guys! Here it is, right here. ""The brown noise."""
97,3,17,Kyle Broflovski,Awwgh!
98,3,17,Stan Marsh,"Damnit Cartman, wha-?!"
99,3,17,Eric Cartman,"""An oscillation of sound that causes the bowels to loosen."" See? That means crap your pants. ""The brown noise is believed to be 92 cents below the lowest octave of Eb."" What does that mean?"
100,3,17,Stan Marsh,Who cares? We have to find out what queef means! Keep reading! [he and the other two return to their books and read on]
