,season,episode,character,line
0,19,9,Mrs Nelson,"Alright guys, now let's go back and talk about infinitives [begins writing the lesson on that subject]. Remember, those are verbs combined with the work ""to."""
1,19,9,Eric Cartman,"[yawns and whispers to Kyle] Oh, my fucking God..."
2,19,9,Mrs Nelson,"Now, usually an infinitive acts like a noun, as in ""I want TO go out to eat"" or [Cartman tugs on Kyle's pen, making him mess up, and smiles. Kyle pulls the pen away. Cartman pulls again] ""I hope TO be chosen today."""
3,19,9,Kyle Broflovski,What?
4,19,9,Eric Cartman,"I'm so bored, dude."
5,19,9,Mrs Nelson,"Now usually, it isn't common to split TO and the verb, but sometimes you can, [Cartman pulls the pen out of Kyle's hand and throws it away],"
6,19,9,Kyle Broflovski,Knock it off!
7,19,9,Mrs Nelson,"as in-. Is there a problem, guys?"
8,19,9,Kyle Broflovski,"Go get my pen, fatass"
9,19,9,Eric Cartman,"I am not your slave, Kyle."
10,19,9,Kyle Broflovski,Go get my pen!
11,19,9,Mr Mackey,"[over the PA system] Attention, students. Kyle Broflovski report to the Principal's office please?"
12,19,9,Eric Cartman,"[laughs] PC Principal wants to see you, Kyle!"
13,19,9,Mr Mackey,"Kyle Broflovski to the Principal's office please, m'kay?"
14,19,9,Kyle Broflovski,Goddammit! [leaves his seat]
15,19,9,Eric Cartman,"Have fun, dude."
16,19,9,Mr Mackey,"[looks up surprised] Oh, Kyle. [sits down on the chair and looks fearful] Uhh, uhh, thank you for coming."
17,19,9,Kyle Broflovski,Where's PC Principal?
18,19,9,Mr Mackey,"I think he's finally lost it, Kyle. He and his PC buddies are on a hunger strike and, they're calling for people's resignations. Kyle, PC Principal had problems with Jimmy and with Leslie. And now they're missing. M'kay? Nobody knows where they are. That's what happens. You go against PC, and you just end up missing. M'kay?"
19,19,9,Kyle Broflovski,What are you talking about?
20,19,9,Mr Mackey,"PC Principal had issues with them. M'kay? And he had issues with you, Kyle. Whatever's goin' on, it's pretty damn scary."
21,19,9,Jimmy Valmer,"For years, mankind has tried to rid the world of ads. For our ancestors, ads couldn't be avoided. But everyone knew what was an ad, and what wasn't. After many years, mankind invented cable. A way to p-pay for television so there would be no ads. But somehow, the ads still found a way. And so mankind invented Tivo. A way to skip past commercials. Finally, it appeared to be the end of ads. And everywhere, people rejoiced. The ads were stopped. Or so it seemed. With the rise of the Internet, suddenly the ads got an en- tirely new way to attack us. Popups. The top scientific minds were brought together to find a way to stop the ads, once and for all. They invented the ad blocker. Suddenly there were no ads on phones, on computers. And everywhere, people rejoiced. The ads adapted. They became s-smarter. They disguised themselves as news. All around the world people read news stories completely unaware that they were reading ads	. And now, the ads have taken the next step in their evolution. They have taken human form. Ads are among us. They could be your friend, your g-gardener. The ads are trying to wipe us out. But the question is... how?"
22,19,9,Randy Marsh,"So, um, ahem, South Park kind of sucks now. You guys wanna bail? [everyone else but Grandpa are stunned at this and stop eating.]"
23,19,9,Sharon Marsh,What?
24,19,9,Shelly Marsh,What are you talking about?
25,19,9,Randy Marsh,"It's just, you know, it used to be nice and laid-back here, but now it's all [puts his palms forward] Uuuuhhh, you know? Like like now everybody's all Uuhh-uuhhh. Let's bail. You wanna bail, Stan?"
26,19,9,Stan Marsh,"No, I don't. [Randy lowers his head and looks at his food,]"
27,19,9,Sharon Marsh,"What's going on, Randy?"
28,19,9,Randy Marsh,"Nothing! I just... You know, we don't have to live here, we can live anywhere."
29,19,9,Sharon Marsh,"Last month, all you could talk about was how great this town had become. What changed your mind?"
30,19,9,Randy Marsh,[stops and looks away] ...We can't afford it. [Sharon's jaw drops]
31,19,9,Sharon Marsh,We can't afford it?
32,19,9,Randy Marsh,"All these fancy new restaurants and shops and [sits on the edge of the bed] everyone wants to live here! A bowl of City beef costs ten bucks now, for Christ's sake. And there's nowhere to shop but stupid Whole Foods!"
33,19,9,Sharon Marsh,"[crosses her arms] Well, we'll just have to stop going to those places."
34,19,9,Randy Marsh,I had to take out a second mortgage on the house.
35,19,9,Sharon Marsh,You [uncrosses her arms] what?
